t_const_Directors,n_const_Directors
tt0085633,nm0352055
tt0085634,nm1171049
tt0085635,nm0945981
tt0085636,nm0908890
tt0085637,nm0705823
tt0085638,nm0836464
tt0085639,nm0885188
tt0085640,nm0000694
tt0085641,nm0452102
tt0085642,nm0002020
tt0085643,nm0351586
tt0085644,nm0309428
tt0085645,nm0753757
tt0085646,nm0861679
tt0085647,nm0085457
tt0085648,nm0430115
tt0085649,nm0506589
tt0085650,nm0817572
tt0085651,nm0253605
tt0085652,nm0466793
tt0085653,\N
tt0085654,nm0198699
tt0085655,nm0001915
tt0085656,nm0438279
tt0085657,nm0943044
tt0085658,nm0504715
tt0085659,nm0958677
tt0085660,nm0109519
tt0085662,nm0802741
tt0085664,nm0104132
tt0085665,nm0153822
tt0085666,nm0903137
tt0085667,nm0286800
tt0085668,nm0397986
tt0085669,nm0397986
tt0085670,nm0397986
tt0085671,nm0839397
tt0085672,nm0185524
tt0085673,\N
tt0085674,nm0734319
tt0085675,nm0181421
tt0085676,nm0270413
tt0085677,nm0006658
tt0085678,nm0404606
tt0085679,nm0024120
tt0085680,nm0226707
tt0085681,nm0146062
tt0085682,nm0409757
tt0085683,nm0958982
tt0085684,nm0093505
tt0085685,nm0511727
tt0085686,nm0001901
tt0085687,nm0308245
tt0085688,nm0350606
tt0085689,nm0793193
tt0085690,nm0535809
tt0085691,nm0001238
tt0085692,nm0382779
tt0085693,nm0908103
tt0085694,nm0743093
tt0085695,nm0155292
tt0085696,nm0838936
tt0085697,nm0041248
tt0085698,nm0939147
tt0085699,nm0617492
tt0085700,nm0755802
tt0085701,nm0001716
tt0085702,nm0398987
tt0085703,nm0497379
tt0085704,nm0063955
tt0085705,nm0719131
tt0085706,nm0423172
tt0085707,nm0641400
tt0085708,nm0711239
tt0085709,nm0670282
tt0085710,nm0723629
tt0085711,nm0496459
tt0085712,nm0129970
tt0085713,nm0815638
tt0085714,nm0484823
tt0085715,nm0683696
tt0085716,nm0336139
tt0085717,nm0092822
tt0085718,nm0721728
tt0085719,nm0227661
tt0085720,nm0777029
tt0085721,nm0124011
tt0085722,nm0858017
tt0085723,nm0876488
tt0085724,nm0541677
tt0085725,nm0503793
tt0085726,nm0348470
tt0085727,nm0201438
tt0085728,nm0618391
tt0085729,nm0757790
tt0085730,nm0958139
tt0085731,nm0555006
tt0085732,nm0920862
tt0085733,nm0946813
tt0085734,nm0198991
tt0085735,nm0487436
tt0085736,nm0535106
tt0085737,nm0698779
tt0085738,nm0505420
tt0085739,nm0450068
tt0085740,nm0699793
tt0085741,nm0813534
tt0085742,nm0803751
tt0085743,nm0787453
tt0085744,nm0238966
tt0085745,nm0947388
tt0085746,nm0229210
tt0085747,nm0619475
tt0085748,nm0810602
tt0085749,nm0332647
tt0085750,nm0023469
tt0085751,nm0491290
tt0085752,nm0952480
tt0085753,nm0832393
tt0085754,nm0150894
tt0085755,nm0950109
tt0085756,nm0625379
tt0085757,nm0297935
tt0085758,nm0000490
tt0085759,nm0752099
tt0085760,nm0470921
tt0085761,nm0105688
tt0085762,nm0958068
tt0085763,nm0074966
tt0085764,nm0163990
tt0085765,nm0488574
tt0085767,nm0434035
tt0085768,nm0129970
tt0085769,nm0797672
tt0085770,nm0038238
tt0085771,nm0244902
tt0085772,nm0434337
tt0085773,nm0345128
tt0085774,nm0294692
tt0085775,nm0423180
tt0085776,nm0660936
tt0085777,nm0477904
tt0085778,nm0770577
tt0085779,nm0649547
tt0085780,nm0000520
tt0085781,nm0618117
tt0085782,nm0523310
tt0085783,nm0232527
tt0085784,nm0450660
tt0085785,nm0784019
tt0085786,nm0205805
tt0085787,nm1161933
tt0085788,nm0554169
tt0085789,nm0090707
tt0085790,nm0769868
tt0085791,nm0373612
tt0085792,nm0684501
tt0085793,nm0727756
tt0085794,nm0000217
tt0085795,nm0148115
tt0085796,nm0170680
tt0085797,nm0437800
tt0085798,nm0837521
tt0085799,nm0464953
tt0085800,nm0825598
tt0085801,nm3342512
tt0085802,nm0994566
tt0085803,nm0156047
tt0085804,nm0260599
tt0085805,nm0860894
tt0085806,nm0343276
tt0085807,nm0504583
tt0085808,nm0407392
tt0085809,nm0716585
tt0085810,nm0460176
tt0085811,nm0946811
tt0085812,nm0765904
tt0085814,nm0025347
tt0085815,nm0126965
tt0085816,nm0840905
tt0085817,nm0844226
tt0085818,nm0442308
tt0085819,nm0069986
tt0085820,nm0405436
tt0085821,nm0672070
tt0085822,nm0334353
tt0085823,nm0625287
tt0085824,nm0596701
tt0085825,nm0107664
tt0085826,nm0470044
tt0085827,nm0470044
tt0085828,nm0470044
tt0085829,nm0165282
tt0085830,nm0475595
tt0085831,nm0293197
tt0085832,nm0609741
tt0085833,nm0156434
tt0085834,nm0666685
tt0085835,nm0087515
tt0085836,nm0326020
tt0085837,nm0944744
tt0085838,nm0000626
tt0085839,nm0308042
tt0085840,nm0939147
tt0085841,nm0490611
tt0085842,nm0894201
tt0085843,nm0906667
tt0085844,nm0784808
tt0085845,nm0826465
tt0085846,nm0923646
tt0085847,nm0150912
tt0085848,nm0598372
tt0085849,nm0700334
tt0085850,nm0740447
tt0085851,nm0238390
tt0085852,nm0875367
tt0085853,nm0852279
tt0085854,nm0128334
tt0085855,nm0294229
tt0085856,nm0111597
tt0085857,nm0523310
tt0085858,nm0654839
tt0085859,nm0287025
tt0085860,nm0273730
tt0085861,nm0654839
tt0085862,nm0142587
tt0085863,nm0765856
tt0085864,nm0150839
tt0085865,nm0143743
tt0085866,nm0264236
tt0085867,nm0734466
tt0085868,nm0000436
tt0085869,nm0011467
tt0085870,nm0058826
tt0085871,nm0427468
tt0085872,nm0599863
tt0085873,nm0108613
tt0085874,nm0140637
tt0085875,nm0465097
tt0085876,nm0800347
tt0085877,nm0447583
tt0085878,nm0000894
tt0085879,nm0839268
tt0085880,nm0173101
tt0085881,nm0334353
tt0085882,nm0460176
tt0085883,nm0001238
tt0085884,nm0126864
tt0085885,nm0452220
tt0085886,nm0708001
tt0085887,nm0126864
tt0085888,\N
tt0085889,nm0601293
tt0085890,nm0841416
tt0085891,nm0001175
tt0085892,nm0540330
tt0085893,nm0185187
tt0085894,nm0005348
tt0085895,nm0724059
tt0085896,nm0070867
tt0085897,nm0826642
tt0085898,nm0562251
tt0085899,nm0563769
tt0085900,nm0220227
tt0085901,nm0137345
tt0085902,nm0253222
tt0085903,nm0845563
tt0085905,nm0001703
tt0085906,nm0659632
tt0085907,nm0518363
tt0085908,nm0922949
tt0085909,nm0509729
tt0085910,nm0752982
tt0085911,nm1186265
tt0085912,nm0007181
tt0085913,nm0001408
tt0085914,nm0402596
tt0085915,nm0378743
tt0085916,nm0953147
tt0085917,nm0036206
tt0085918,nm0240826
tt0085919,nm0006889
tt0085920,nm0227544
tt0085921,nm0029265
tt0085922,nm0044933
tt0085923,nm0253033
tt0085924,nm0953044
tt0085925,nm0353170
tt0085926,nm0127330
tt0085927,nm0765121
tt0085928,nm0481681
tt0085929,nm0439099
tt0085930,nm0381481
tt0085931,nm0014926
tt0085932,nm0476990
tt0085933,nm0651915
tt0085934,nm0729626
tt0085935,nm0023929
tt0085936,nm0560329
tt0085937,nm0078540
tt0085938,nm0382942
tt0085939,nm0557704
tt0085940,nm0758381
tt0085941,nm0256674
tt0085942,nm0647438
tt0085943,nm0849585
tt0085944,nm0227781
tt0085945,nm0388198
tt0085946,nm0663577
tt0085947,nm0622020
tt0085948,nm0818810
tt0085949,nm0717486
tt0085950,nm0246903
tt0085951,nm0346640
tt0085952,nm0497097
tt0085953,nm0490551
tt0085954,nm0739094
tt0085955,nm0208544
tt0085956,nm0484593
tt0085957,nm0784808
tt0085958,nm0556268
tt0085959,nm0001402
tt0085960,nm0339538
tt0085961,nm0625379
tt0085962,nm0521284
tt0085963,nm0330848
tt0085964,nm0422078
tt0085965,nm0001502
tt0085966,nm0346360
tt0085967,nm0684226
tt0085968,nm0666498
tt0085969,nm0707597
tt0085970,nm0236769
tt0085971,nm1614591
tt0085972,nm0881919
tt0085973,nm0487878
tt0085974,nm0369514
tt0085975,nm0625379
tt0085977,nm0625379
tt0085978,nm0497005
tt0085979,nm0120978
tt0085980,nm0101055
tt0085981,nm0787668
tt0085982,nm0175657
tt0085983,nm0889402
tt0085984,nm0903065
tt0085985,nm0388499
tt0085986,nm0228029
tt0085987,nm0483751
tt0085988,nm0504004
tt0085989,nm0394084
tt0085990,nm0349742
tt0085991,nm0475542
tt0085992,nm0516316
tt0085993,nm0764252
tt0085994,nm0265564
tt0085995,nm0000601
tt0085996,nm0418724
tt0085997,nm0209154
tt0085998,nm0347892
tt0085999,nm0420533
tt0086000,nm0351842
tt0086002,nm0512327
tt0086003,nm0369053
tt0086004,nm0438906
tt0086005,nm0050597
tt0086006,nm0449984
tt0086007,nm0874320
tt0086008,nm0073069
tt0086009,nm0213100
tt0086010,nm0636495
tt0086011,nm0000814
tt0086012,nm0271708
tt0086013,nm0230629
tt0086014,nm0765121
tt0086015,nm0153307
tt0086016,nm0470825
tt0086017,nm0647055
tt0086018,nm0716739
tt0086019,nm0305531
tt0086020,nm0001238
tt0086021,nm0708563
tt0086022,nm0001789
tt0086023,nm0095220
tt0086024,nm0139584
tt0086025,nm0612564
tt0086026,nm0685034
tt0086027,nm0002044
tt0086028,nm0926872
tt0086029,nm0484889
tt0086030,nm0904412
tt0086031,nm0335924
tt0086032,nm0538752
tt0086033,nm0553941
tt0086034,nm0322515
tt0086035,nm0959099
tt0086036,nm0181902
tt0086037,nm0295007
tt0086038,nm0541298
tt0086039,nm0021336
tt0086040,nm0464742
tt0086041,nm0219948
tt0086042,nm0919434
tt0086043,nm0417352
tt0086044,nm0953951
tt0086045,nm0114268
tt0086046,nm0642890
tt0086047,nm0284011
tt0086048,nm0000465
tt0086049,nm0584474
tt0086050,nm0572951
tt0086051,nm0004365
tt0086052,nm0005022
tt0086053,nm0776959
tt0086054,nm0290468
tt0086055,nm0994566
tt0086056,nm0302323
tt0086058,nm0001603
tt0086059,nm0432439
tt0086060,nm0789520
tt0086061,nm0945282
tt0086062,nm0945282
tt0086063,nm0945282
tt0086064,nm0358530
tt0086065,nm0131164
tt0086066,nm0000338
tt0086067,nm0089186
tt0086068,nm0384342
tt0086069,nm0019244
tt0086070,nm0491671
tt0086071,nm0852676
tt0086072,nm0146873
tt0086073,nm0031642
tt0086074,nm0006690
tt0086075,nm0711745
tt0086076,nm0069118
tt0086077,nm0023017
tt0086078,nm0292500
tt0086079,nm0688585
tt0086080,nm0013706
tt0086081,nm0935528
tt0086083,nm0506175
tt0086084,nm0001005
tt0086085,nm0081459
tt0086086,nm0593039
tt0086087,nm0006445
tt0086088,nm0162030
tt0086089,nm0521422
tt0086090,nm0762993
tt0086091,nm0108532
tt0086092,nm0194402
tt0086093,nm0742144
tt0086094,nm0734897
tt0086095,nm0057967
tt0086096,nm0427880
tt0086097,nm0689121
tt0086098,nm0947506
tt0086099,nm0222545
tt0086100,nm0438912
tt0086101,nm0548740
tt0086102,nm0934578
tt0086103,nm0712994
tt0086104,nm0407061
tt0086105,nm0438071
tt0086106,nm1100884
tt0086107,nm0532199
tt0086108,nm0016462
tt0086109,nm0575389
tt0086110,nm0418746
tt0086111,nm0464398
tt0086112,nm0494879
tt0086113,nm0499641
tt0086114,nm0652860
tt0086115,nm0231306
tt0086116,nm0001692
tt0086117,nm0096368
tt0086118,nm0311803
tt0086119,nm0153463
tt0086120,nm0107781
tt0086121,nm0351486
tt0086122,nm0264236
tt0086123,nm0257148
tt0086124,nm0805112
tt0086125,nm0444328
tt0086126,nm0752316
tt0086127,nm0749914
tt0086128,nm0046172
tt0086129,nm0163706
tt0086130,nm0329760
tt0086131,nm0800533
tt0086132,nm0668659
tt0086133,nm0937489
tt0086135,nm0219959
tt0086136,nm0357807
tt0086137,nm0113499
tt0086138,nm0266521
tt0086139,nm0309697
tt0086140,nm0404014
tt0086141,nm0545169
tt0086142,nm0341925
tt0086143,nm0085457
tt0086144,nm0903944
tt0086145,nm0860078
tt0086146,nm0171917
tt0086147,nm0897548
tt0086148,nm0223411
tt0086149,nm0459552
tt0086150,nm0044940
tt0086151,nm0959099
tt0086152,nm0551382
tt0086153,nm0000419
tt0086154,nm0002207
tt0086155,nm0410478
tt0086156,nm0066918
tt0086157,nm0407990
tt0086158,nm0874526
tt0086159,nm0181349
tt0086160,nm0793133
tt0086161,nm0085457
tt0086162,nm0000866
tt0086163,nm0458722
tt0086164,nm0083767
tt0086165,nm0275269
tt0086166,nm0554291
tt0086167,nm0591124
tt0086168,nm0474539
tt0086169,nm0701050
tt0086170,nm0611531
tt0086171,nm0362846
tt0086172,nm0889402
tt0086173,nm0375570
tt0086174,nm0388648
tt0086175,nm0947248
tt0086176,nm0559769
tt0086177,nm0576283
tt0086178,nm0324995
tt0086179,nm0231959
tt0086180,nm0012448
tt0086181,nm0617492
tt0086182,nm0002948
tt0086183,nm0128301
tt0086184,nm0702297
tt0086185,nm0350806
tt0086186,nm0393212
tt0086187,nm0320193
tt0086188,nm0748928
tt0086189,nm0602333
tt0086190,nm0549658
tt0086191,nm0042500
tt0086192,nm0278735
tt0086193,nm0397986
tt0086194,nm0001640
tt0086195,nm0086095
tt0086196,nm0767054
tt0086197,nm0442241
tt0086198,nm0769615
tt0086199,nm0442454
tt0086200,nm0001887
tt0086201,nm0326360
tt0086202,nm0789054
tt0086203,nm0807749
tt0086204,nm0165316
tt0086205,nm0002137
tt0086206,nm0592922
tt0086207,nm0532947
tt0086208,nm0411853
tt0086209,nm0501471
tt0086210,nm0914828
tt0086211,nm0841416
tt0086212,nm0126756
tt0086213,nm0657484
tt0086214,nm0320510
tt0086215,nm0317411
tt0086216,nm0000338
tt0086217,nm0492275
tt0086218,nm0561797
tt0086219,nm0836430
tt0086220,nm0790519
tt0086221,nm0206560
tt0086222,nm0723260
tt0086223,nm0088121
tt0086224,nm0637433
tt0086225,nm0700158
tt0086226,nm0894758
tt0086227,nm0682309
tt0086228,nm0869536
tt0086229,nm0584474
tt0086230,nm0536818
tt0086231,nm0899649
tt0086232,nm0572132
tt0086233,nm0001241
tt0086234,nm0874096
tt0086235,nm0049838
tt0086236,nm0297902
tt0086237,nm0198699
tt0086238,nm0850212
tt0086239,nm0001238
tt0086240,nm0889402
tt0086241,nm0240988
tt0086242,nm0406728
tt0086243,nm0823906
tt0086244,nm0297935
tt0086245,nm0631221
tt0086246,nm0219663
tt0086247,nm0464596
tt0086248,nm0676248
tt0086249,nm0109455
tt0086250,nm0000361
tt0086251,nm0518719
tt0086252,nm0000727
tt0086253,nm0921631
tt0086254,nm0460007
tt0086255,nm0435269
tt0086256,nm1283492
tt0086257,nm0750365
tt0086258,nm0591036
tt0086259,nm0617830
tt0086260,nm0678863
tt0086261,nm0238128
tt0086262,nm0704434
tt0086263,nm0035830
tt0086264,nm0956205
tt0086265,nm0955195
tt0086266,nm0553941
tt0086267,nm0336091
tt0086268,nm0044466
tt0086269,nm0877274
tt0086270,nm0497183
tt0086271,nm0587669
tt0086272,nm0064593
tt0086273,nm0458822
tt0086274,nm0144689
tt0086275,\N
tt0086276,nm0640126
tt0086277,nm0609183
tt0086278,nm0348827
tt0086279,nm0651538
tt0086280,nm0772259
tt0086281,nm0852279
tt0086282,nm0684509
tt0086283,nm0669004
tt0086284,nm0434189
tt0086285,nm0747985
tt0086286,nm0160900
tt0086287,nm0923571
tt0086288,nm0210130
tt0086289,nm0289576
tt0086290,nm0470665
tt0086291,nm0232472
tt0086292,nm0296501
tt0086293,nm0474151
tt0086294,nm0684175
tt0086295,nm0295543
tt0086296,nm0245465
tt0086297,\N
tt0086298,nm0158386
tt0086299,nm0158386
tt0086300,\N
tt0086301,nm0947445
tt0086302,nm0514905
tt0086303,nm0950759
tt0086304,nm0497579
tt0086305,nm0849296
tt0086306,nm0814570
tt0086307,nm0485889
tt0086308,nm0007139
tt0086309,nm0899838
tt0086310,nm0204471
tt0086311,nm0598336
tt0086312,nm0001566
tt0086313,nm0113499
tt0086314,nm0179281
tt0086315,nm0562699
tt0086316,nm0589498
tt0086317,nm0841268
tt0086318,nm0540295
tt0086319,nm0579954
tt0086320,nm0385349
tt0086321,nm0483625
tt0086322,nm0538105
tt0086323,nm0430927
tt0086324,nm0902283
tt0086325,nm0523310
tt0086327,nm0253259
tt0086328,nm0293410
tt0086329,nm0237107
tt0086330,nm0224315
tt0086331,nm0661345
tt0086332,nm0759368
tt0086333,nm0556498
tt0086334,nm0001238
tt0086335,nm0755364
tt0086336,nm0002338
tt0086337,nm0927445
tt0086338,nm0690741
tt0086339,nm0546672
tt0086340,nm0384335
tt0086341,nm0347278
tt0086342,nm0233757
tt0086343,nm0889402
tt0086344,nm1985876
tt0086345,nm0169438
tt0086346,nm0425593
tt0086347,nm0252021
tt0086348,nm0507690
tt0086349,nm0296651
tt0086350,nm0001880
tt0086351,nm0467536
tt0086352,nm0192446
tt0086353,nm0087511
tt0086354,nm0587669
tt0086355,nm0002080
tt0086356,nm0001382
tt0086357,nm0417054
tt0086358,nm0536238
tt0086359,nm0571779
tt0086360,nm0532269
tt0086361,nm0000230
tt0086362,nm0382327
tt0086363,nm0097566
tt0086365,nm0053268
tt0086366,nm0001045
tt0086367,nm0827854
tt0086368,nm0005866
tt0086369,nm0331296
tt0086370,nm0434571
tt0086371,nm0936464
tt0086372,nm0274659
tt0086373,nm0858686
tt0086374,nm0490861
tt0086375,nm0703029
tt0086376,nm0415422
tt0086377,nm0000265
tt0086379,nm0624102
tt0086380,nm0497005
tt0086381,nm0379391
tt0086382,nm0335924
tt0086383,nm0000142
tt0086384,nm0853480
tt0086385,nm0507690
tt0086387,nm0788198
tt0086388,nm0681804
tt0086389,nm0400958
tt0086390,nm0548095
tt0086391,nm0935164
tt0086392,nm0596937
tt0086393,nm0504513
tt0086394,nm0699591
tt0086395,nm0797131
tt0086396,nm0671862
tt0086397,nm0006916
tt0086398,nm0322987
tt0086399,nm0367431
tt0086400,nm0765856
tt0086401,nm0937341
tt0086402,nm0859766
tt0086403,nm0845223
tt0086404,nm0468454
tt0086405,nm0509409
tt0086406,nm0825646
tt0086407,nm0220234
tt0086408,nm0497379
tt0086409,nm0974273
tt0086410,nm0274659
tt0086411,nm0233785
tt0086412,nm0814773
tt0086414,nm0738056
tt0086415,nm0010573
tt0086416,nm0583800
tt0086417,nm0065614
tt0086418,nm0034776
tt0086419,nm0844444
tt0086420,nm0001945
tt0086421,nm0045880
tt0086422,nm0873570
tt0086423,nm0000915
tt0086424,nm0682749
tt0086425,nm0000985
tt0086426,nm0543890
tt0086427,nm0859389
tt0086428,nm0001238
tt0086429,nm0003313
tt0086430,nm0417054
tt0086432,nm0291071
tt0086433,nm0767697
tt0086434,nm0170354
tt0086435,nm0723629
tt0086436,nm0936204
tt0086438,nm0684175
tt0086439,nm0788454
tt0086440,nm0450627
tt0086441,nm3374714
tt0086442,nm0162343
tt0086443,nm0213100
tt0086444,nm0594020
tt0086445,nm0859062
tt0086446,nm0538328
tt0086447,nm0416036
tt0086448,nm0094332
tt0086449,nm0381450
tt0086450,nm0424466
tt0086451,nm0472182
tt0086452,nm0339567
tt0086453,nm0538532
tt0086454,nm0340170
tt0086455,nm1100884
tt0086456,nm0643171
tt0086457,nm0004161
tt0086458,nm0482721
tt0086459,nm0546672
tt0086460,nm0283500
tt0086461,nm0281507
tt0086462,nm0038361
tt0086463,nm0269441
tt0086464,nm0675479
tt0086465,nm0000484
tt0086466,nm0111656
tt0086467,nm0608692
tt0086468,nm0772488
tt0086469,nm0215784
tt0086470,nm0473352
tt0086471,nm0006877
tt0086472,nm4508002
tt0086473,nm0572132
tt0086474,nm0953494
tt0086476,nm0875744
tt0086477,nm0513792
tt0086478,nm0106155
tt0086479,nm0775447
tt0086480,nm0090447
tt0086481,nm0326161
tt0086482,nm0379449
tt0086483,nm0000905
tt0086484,nm0144758
tt0086485,nm0492368
tt0086486,nm0001238
tt0086487,nm0057967
tt0086488,nm0002120
tt0086489,nm0842415
tt0086490,nm0664607
tt0086491,nm0000484
tt0086492,nm1187874
tt0086493,nm0070474
tt0086494,nm0381273
tt0086495,nm0477933
tt0086496,nm0411958
tt0086497,nm0614276
tt0086498,nm0281653
tt0086499,nm0753473
tt0086500,nm0504654
tt0086501,nm0841247
tt0086502,nm0557927
tt0086503,nm0108400
tt0086504,nm0136732
tt0086505,nm0109885
tt0086506,nm0001901
tt0086507,nm0827854
tt0086508,nm0467646
tt0086509,nm0024120
tt0086510,nm0006854
tt0086511,nm0828350
tt0086512,nm0496307
tt0086513,nm0548095
tt0086514,nm0814506
tt0086515,nm1266603
tt0086516,nm0578204
tt0086517,nm0006877
tt0086518,nm0781907
tt0086520,nm0651900
tt0086521,nm0753961
tt0086522,nm0554439
tt0086523,nm0463740
tt0086524,nm0265853
tt0086525,nm0004838
tt0086526,nm0359734
tt0086527,nm0659368
tt0086528,nm0594038
tt0086529,nm0554924
tt0086530,nm0002167
tt0086531,nm0119819
tt0086532,nm0002195
tt0086533,nm0412974
tt0086534,nm0001104
tt0086535,nm0774684
tt0086536,nm0319846
tt0086537,nm0401594
tt0086538,nm0190215
tt0086539,nm0722749
tt0086540,nm0722749
tt0086541,nm0000343
tt0086542,nm0720297
tt0086543,nm0000682
tt0086545,nm0749914
tt0086546,nm0749914
tt0086547,nm0692475
tt0086548,nm0223964
tt0086549,nm0080080
tt0086550,nm0603294
tt0086551,nm0000076
tt0086552,nm0703388
tt0086553,nm0344754
tt0086554,nm0586331
tt0086555,nm0001238
tt0086556,nm0826010
tt0086557,nm0002087
tt0086558,nm0294850
tt0086559,nm0451925
tt0086560,nm0044568
tt0086561,nm0865421
tt0086562,nm0351842
tt0086563,nm0496459
tt0086564,nm0910045
tt0086565,nm0675479
tt0086566,nm0577025
tt0086567,nm0000824
tt0086568,nm0151653
tt0086569,nm0953044
tt0086570,nm0860979
tt0086571,nm0336831
tt0086572,nm0587669
tt0086573,nm0104547
tt0086574,nm0151653
tt0086576,nm0088121
tt0086577,nm0375469
tt0086578,nm0459426
tt0086579,nm0046172
tt0086580,nm0861464
tt0086581,nm0259589
tt0086582,nm0935382
tt0086583,nm0903088
tt0086584,nm0158582
tt0086585,nm0676118
tt0086586,nm0755906
tt0086587,nm0607959
tt0086588,nm0838195
tt0086589,nm0790715
tt0086590,nm0355870
tt0086591,nm0250856
tt0086592,nm0404014
tt0086593,nm0415494
tt0086594,nm0477108
tt0086595,nm1487041
tt0086596,nm0378688
tt0086597,nm0052677
tt0086598,nm0765430
tt0086599,nm0151764
tt0086601,nm0334353
tt0086602,nm0465029
tt0086603,\N
tt0086604,nm0648471
tt0086605,nm0005033
tt0086606,nm0514906
tt0086607,nm0523706
tt0086608,nm0910724
tt0086609,nm2216880
tt0086610,nm0111332
tt0086611,nm0939327
tt0086612,nm0714002
tt0086613,nm0301503
tt0086614,nm0434387
tt0086615,nm0673754
tt0086616,nm0482681
tt0086617,nm0001837
tt0086618,nm0198991
tt0086619,nm0000659
tt0086620,nm0440397
tt0086621,nm0955621
tt0086622,nm0525331
tt0086623,nm0328221
tt0086625,nm0284075
tt0086626,nm0206560
tt0086627,nm0194165
tt0086628,nm0774997
tt0086629,nm0815784
tt0086630,nm0667870
tt0086631,nm0396284
tt0086632,nm0409723
tt0086633,nm0222131
tt0086634,nm0927453
tt0086635,nm0776598
tt0086636,nm0002194
tt0086637,nm0000095
tt0086638,nm0667887
