tconst,numVotes,averageRating
tt0095065,45,6.8
tt0095066,141,6.5
tt0095067,283,4.9
tt0095069,39,5.8
tt0095071,152,7.1
tt0095072,12,5.8
tt0095074,13,5.9
tt0095075,10,5
tt0095077,464,6.9
tt0095080,10,8.1
tt0095081,17,5.7
tt0095082,15798,7.3
tt0095084,102,6.6
tt0095085,26,6.3
tt0095086,579,7.8
tt0095088,9649,6.4
tt0095089,568,7
tt0095090,96,3.7
tt0095091,11,4.5
tt0095093,47,7.2
tt0095094,562,2.7
tt0095095,58,3.8
tt0095096,6,6.2
tt0095097,66,7.1
tt0095098,377,5.4
tt0095099,20,5.2
tt0095100,85,4.4
tt0095103,24,5.5
tt0095107,8463,5.6
tt0095110,6,6.7
tt0095111,301,7.4
tt0095112,32,6.8
tt0095114,27,7.3
tt0095115,127,7.2
tt0095117,276,5.6
tt0095119,2548,6.2
tt0095120,540,5.1
tt0095121,97,6.4
tt0095122,88,4.4
tt0095123,12,3
tt0095124,107,7.2
tt0095125,960,6.1
tt0095126,437,4.7
tt0095127,8,7.1
tt0095129,7,8
tt0095130,16,6.8
tt0095131,23,6.7
tt0095132,548,3.8
tt0095133,15,7.2
tt0095134,1249,6.1
tt0095135,509,4.9
tt0095136,42,7.7
tt0095137,53,6.8
tt0095138,25,5.6
tt0095139,29,6.5
tt0095140,199,3.4
tt0095141,48,3.8
tt0095142,27,7.8
tt0095143,154,4.8
tt0095144,49,6.6
tt0095145,2514,5.3
tt0095147,66,6.7
tt0095148,7,7.6
tt0095149,58,7.3
tt0095150,88,5.6
tt0095151,34,7
tt0095152,8,6.9
tt0095153,52,5.5
tt0095155,19,6.4
tt0095156,12,5.2
tt0095157,6,5.7
tt0095158,2603,7.3
tt0095159,113317,7.6
tt0095162,119,6.2
tt0095163,104,6.7
tt0095165,126,5.6
tt0095167,247,7.4
tt0095168,11,5.5
tt0095169,3247,5.9
tt0095170,11,5.7
tt0095171,66,7.2
tt0095172,56,6.1
tt0095173,208,3.7
tt0095174,41226,6.9
tt0095175,210,4.3
tt0095176,56,6.8
tt0095177,246,5
tt0095178,1434,5
tt0095179,23578,5.3
tt0095180,32,6
tt0095181,111,7
tt0095182,532,6.9
tt0095183,367,6.5
tt0095184,175,5.5
tt0095186,564,5.6
tt0095187,140,4.6
tt0095188,16219,6.1
tt0095189,431,4.6
tt0095190,7,7.1
tt0095191,18,6.8
tt0095192,55,6.7
tt0095193,18,7.1
tt0095194,199,3.4
tt0095195,59,5.5
tt0095196,33,4.8
tt0095198,420,4.6
tt0095199,208,6.9
tt0095200,12,4.5
tt0095201,21,5.5
tt0095202,21,6.6
tt0095203,77,6.9
tt0095204,178,6
tt0095205,21,6.9
tt0095206,20,5.7
tt0095207,15,5.3
tt0095208,101,6.3
tt0095210,88,7.1
tt0095212,26,4.2
tt0095213,17,4.6
tt0095214,5,7
tt0095215,846,5.5
tt0095216,15,5.7
tt0095217,1510,7.1
tt0095218,7,4.9
tt0095221,43,6.9
tt0095222,305,3.1
tt0095223,98,5.6
tt0095224,31,5
tt0095225,417,7.7
tt0095226,75,6.4
tt0095227,345,7.6
tt0095228,7,7.9
tt0095229,15,6.9
tt0095230,201,3.3
tt0095231,28,6.7
tt0095232,58,4.8
tt0095233,120,4.4
tt0095234,61,6.5
tt0095236,122,6.2
tt0095238,1356,5.9
tt0095239,102,6.7
tt0095240,103,7
tt0095241,1338,3.4
tt0095242,330,7.2
tt0095243,20219,7
tt0095244,1156,7.6
tt0095245,10,4.7
tt0095246,699,6.4
tt0095248,6,6.3
tt0095249,5,3.4
tt0095250,40317,7.6
tt0095252,299,5.7
tt0095253,31029,6.6
tt0095254,7,6.4
tt0095255,174,5
tt0095256,529,4.3
tt0095259,27,8.2
tt0095260,64,6.6
tt0095261,15,6.7
tt0095262,826,7.5
tt0095264,132,6.7
tt0095268,9,4.2
tt0095269,49,8.6
tt0095270,17061,7
tt0095271,32121,5.9
tt0095272,59,7.2
tt0095274,1513,6.8
tt0095275,312,6.2
tt0095276,1282,7.3
tt0095277,20,6.3
tt0095278,72,6.3
tt0095279,72,6.8
tt0095280,384,6.3
tt0095285,83,4.7
tt0095286,898,5.3
tt0095287,29,8.1
tt0095288,1014,5.7
tt0095289,243,6.1
tt0095290,22,5.9
tt0095291,10,6.6
tt0095292,6,7.5
tt0095293,7,4.1
tt0095294,32862,6.5
tt0095295,326,6.8
tt0095296,2596,5.2
tt0095297,131,8
tt0095298,188,6.5
tt0095299,668,5.5
tt0095300,107,5.5
tt0095301,41,8.1
tt0095302,3170,7.6
tt0095303,290,5.5
tt0095304,6908,5.7
tt0095305,635,7.3
tt0095306,138,6.7
tt0095307,21,6.3
tt0095308,5,4.2
tt0095309,25,6.3
tt0095310,46,7
tt0095311,365,5.7
tt0095312,2093,5.1
tt0095313,196,4.1
tt0095314,93,2.7
tt0095315,44,6.4
tt0095316,1843,5.9
tt0095318,15,7.3
tt0095319,304,4.4
tt0095320,73,6.7
tt0095321,55,6.7
tt0095322,127,5.3
tt0095323,125,6.6
tt0095324,48,5.9
tt0095325,35,5.2
tt0095326,2655,4.3
tt0095327,158285,8.5
tt0095328,8,5.9
tt0095329,34,6.5
tt0095330,3360,8
tt0095331,6,7
tt0095332,466,6.1
tt0095333,1826,6.2
tt0095334,2026,3.5
tt0095335,6,5.5
tt0095336,120,6
tt0095337,231,6.4
tt0095341,977,7.8
tt0095342,104,4.5
tt0095343,14,7.9
tt0095344,516,5.8
tt0095345,42,4.1
tt0095346,686,6.4
tt0095347,187,6.4
tt0095348,10353,6.6
tt0095349,169,7.4
tt0095350,290,4.5
tt0095354,258,6.2
tt0095356,12,7.5
tt0095357,730,4.2
tt0095358,5,6.6
tt0095359,39,6.7
tt0095360,3852,7.9
tt0095362,633,6.3
tt0095363,89,3.9
tt0095364,199,6.2
tt0095366,654,7.3
tt0095367,24,6.6
tt0095368,2225,5.8
tt0095369,13,7.3
tt0095371,66,6.2
tt0095372,296,4.1
tt0095373,387,6.8
tt0095375,44,5.5
tt0095376,73,6.4
tt0095377,56,4.5
tt0095378,88,5.5
tt0095379,5377,6.4
tt0095380,9,5.6
tt0095381,448,5
tt0095382,4168,3.6
tt0095383,12,5.1
tt0095384,512,5.7
tt0095385,565,6
tt0095386,1568,7.1
tt0095387,207,7.9
tt0095388,3572,7.7
tt0095389,1943,6
tt0095390,110,5.1
tt0095391,7,8.1
tt0095392,6,5.7
tt0095394,135,7.2
tt0095395,36,7.1
tt0095396,513,7.4
tt0095397,9,5.9
tt0095398,28,6.1
tt0095399,10,5
tt0095400,80,5.4
tt0095401,140,6.7
tt0095402,38,4.9
tt0095403,12846,7.2
tt0095404,111,5.6
tt0095405,47,5.2
tt0095406,113,6.5
tt0095408,199,7.8
tt0095409,4978,4.5
tt0095412,62,5.6
tt0095413,46,7.6
tt0095414,121,5.4
tt0095415,567,5.9
tt0095416,82,9
tt0095417,185,5.5
tt0095418,23,2.7
tt0095419,213,6.1
tt0095420,107,5.9
tt0095421,299,5.5
tt0095422,41,6.3
tt0095423,105,4.5
tt0095424,43,5.6
tt0095426,155,6.3
tt0095427,14,5.9
tt0095428,764,5.4
tt0095429,35,5.2
tt0095431,47,6.6
tt0095432,12,6.8
tt0095433,303,7.1
tt0095436,34,3.7
tt0095437,45,9.2
tt0095438,63,5.6
tt0095439,51,6.3
tt0095440,125,4.9
tt0095441,1402,8.1
tt0095443,77,5.6
tt0095444,25030,6.1
tt0095445,195,5.8
tt0095446,188,4.3
tt0095447,25,4.4
tt0095448,345,7.7
tt0095449,17,7.1
tt0095450,236,7.1
tt0095451,20,6.5
tt0095452,1838,7.5
tt0095453,8,5.8
tt0095454,1244,5.5
tt0095455,73,6.3
tt0095456,380,5.4
tt0095457,10,5.7
tt0095459,35,5.9
tt0095461,15,5.3
tt0095462,30,7.1
tt0095463,165,7.1
tt0095464,73,7.3
tt0095465,5,7.2
tt0095466,6,6.2
tt0095467,13962,8.3
tt0095468,12406,8.1
tt0095469,11,7.6
tt0095471,159,7
tt0095472,118,6.5
tt0095473,643,6.5
tt0095474,452,7.2
tt0095475,3826,7.9
tt0095477,38,3.1
tt0095478,22,3.7
tt0095479,19,5.3
tt0095480,40,6.8
tt0095482,81,5.7
tt0095483,1091,5.7
tt0095484,5095,6.7
tt0095485,143,4.9
tt0095487,48,8.6
tt0095488,7834,5.9
tt0095489,65990,7.3
tt0095490,8,6.8
tt0095491,1258,7.1
tt0095492,67,5.6
tt0095493,58,4.2
tt0095494,8,7.2
tt0095495,5,7.4
tt0095496,859,5.2
tt0095497,42403,7.6
tt0095499,8,7.4
tt0095501,42,6.3
tt0095502,176,6.4
tt0095503,67,4.9
tt0095505,10,6
tt0095506,18,5.4
tt0095507,89,6.5
tt0095511,1371,7.3
tt0095512,404,7.6
tt0095513,914,7.2
tt0095515,1418,7.9
tt0095516,39,5.7
tt0095517,116,6.6
tt0095519,14733,6.3
tt0095520,47,6.1
tt0095523,59,8.6
tt0095525,3140,7.1
tt0095526,25,7
tt0095527,109,6.8
tt0095528,68,5.5
tt0095529,25,4.8
tt0095530,880,7.5
tt0095531,138,6.9
tt0095532,4102,6
tt0095533,45,7
tt0095534,31,4.3
tt0095535,6,7.2
tt0095536,16,5.9
tt0095537,54,7.9
tt0095538,38,6.3
tt0095539,142,4.2
tt0095540,17,5.1
tt0095541,7,6.9
tt0095542,744,6.1
tt0095543,94,6.4
tt0095544,29,4.4
tt0095545,329,6.6
tt0095546,91,2.5
tt0095547,75,3.7
tt0095548,31,6
tt0095550,13,6.5
tt0095551,95,7.5
tt0095553,5,8
tt0095555,14,7.6
tt0095556,274,4.5
tt0095557,227,3.8
tt0095559,168,6.3
tt0095560,7961,3.4
tt0095561,22,7.5
tt0095562,338,4.8
tt0095563,77,7
tt0095564,1153,6.7
tt0095565,310,5.6
tt0095566,55,5.7
tt0095567,426,6.8
tt0095568,30,6.7
tt0095569,17,6.4
tt0095570,6,7.5
tt0095571,34,8.3
tt0095572,22,6.2
tt0095573,8,6.8
tt0095574,1359,7.1
tt0095575,43,6.1
tt0095576,13,5.7
tt0095578,434,7.5
tt0095579,771,6.7
tt0095581,6,8
tt0095582,90,5.4
tt0095583,10718,6
tt0095584,44,6.9
tt0095585,26,3.7
tt0095587,132,6.9
tt0095589,32,5.8
tt0095590,155,7.3
tt0095591,10,7.5
tt0095593,13279,6.1
tt0095594,16,7.6
tt0095595,15,5
tt0095596,6,7.3
tt0095597,454,6.9
tt0095598,87,7.1
tt0095599,2599,6
tt0095600,21,6.2
tt0095601,48,5.6
tt0095602,169,4.1
tt0095603,28,7.3
tt0095605,63,5.9
tt0095606,747,7.2
tt0095607,2546,7.2
tt0095608,488,5.7
tt0095611,701,3.4
tt0095612,158,8.2
tt0095613,782,5.7
tt0095614,8,7.5
tt0095615,6,5.3
tt0095616,67,6.5
tt0095617,88,6.1
tt0095618,6,5.7
tt0095619,11,6.4
tt0095620,5,9.4
tt0095622,81,6.9
tt0095624,39,4.9
tt0095625,48,6.5
tt0095626,1772,5.5
tt0095627,6,6.8
tt0095629,431,4.7
tt0095630,179,2.8
tt0095631,57740,7.6
tt0095632,157,6.8
tt0095633,257,6.6
tt0095637,35,5.7
tt0095638,5261,6.9
tt0095639,132,6.8
tt0095640,1115,5.7
tt0095641,13,7.1
tt0095642,10,5
tt0095643,203,6.2
tt0095644,57,5.6
tt0095645,36,4.1
tt0095646,269,6.2
tt0095647,69982,7.8
tt0095649,1398,6.7
tt0095651,96,7
tt0095652,8472,6.2
tt0095654,4745,5.9
tt0095655,13222,6
tt0095656,14,5.7
tt0095657,2763,8.9
tt0095658,40,7
tt0095659,253,5
tt0095660,9,5.7
tt0095662,4106,6.1
tt0095663,351,5.9
tt0095664,341,8.9
tt0095665,1072,5.9
tt0095666,24,6.7
tt0095667,5,5.2
tt0095669,7,6
tt0095670,37,6.1
tt0095671,8,5
tt0095673,10,6.8
tt0095674,6,6.2
tt0095675,27412,7.6
tt0095676,38,6.4
tt0095677,273,5.6
tt0095678,562,7.4
tt0095679,93,3.2
tt0095680,19,6.3
tt0095681,83,6.5
tt0095683,836,7.6
tt0095684,2666,6.1
tt0095685,45,7.1
tt0095686,72,7.2
tt0095687,22160,5.2
tt0095689,69,4.3
tt0095690,19905,6.2
tt0095692,97,5.9
tt0095693,7,8.6
tt0095700,8,7.4
tt0095704,24,6
tt0095705,123198,7.6
tt0095706,49,6.5
tt0095707,66,7.8
tt0095709,2652,7
tt0095710,591,5.6
tt0095712,107,6.4
tt0095713,52,6.9
tt0095714,51,4.6
tt0095715,9155,7.5
tt0095716,206,4
tt0095717,18,6.4
tt0095718,127,6.4
tt0095719,1294,5.3
tt0095721,130,5.4
tt0095722,516,4.6
tt0095724,19,4.1
tt0095725,21,5.3
tt0095726,409,5.8
tt0095728,349,6.8
tt0095729,120,7.1
tt0095730,2007,6.4
tt0095731,40,3.9
tt0095732,15,6.2
tt0095733,387,6.3
tt0095734,97,4.9
tt0095735,28,7.8
tt0095736,2159,5.5
tt0095737,251,6.4
tt0095738,501,2.4
tt0095739,36,6.9
tt0095740,617,5.3
tt0095741,159,5
tt0095742,39184,5.7
tt0095743,5,7.6
tt0095744,11,7.1
tt0095745,197,2.1
tt0095746,220,6.1
tt0095747,16,7.2
tt0095748,20,7.3
tt0095750,8,6.1
tt0095751,10,5.8
tt0095752,67,5.6
tt0095753,10,5.2
tt0095755,14,8.5
tt0095756,1707,4.5
tt0095758,59,6.4
tt0095759,241,6.4
tt0095760,6,5.8
tt0095761,7,6
tt0095762,24,7.4
tt0095763,11,6.2
tt0095764,181,7.1
tt0095765,169207,8.5
tt0095769,6,5.5
tt0095773,241,7
tt0095774,2137,6.2
tt0095775,499,4.5
tt0095776,35156,6.7
tt0095778,378,6.7
tt0095779,58,6.6
tt0095780,528,7
tt0095781,394,5.9
tt0095782,121,8.1
tt0095783,7,7.3
tt0095785,194,7.1
tt0095786,148,7.1
tt0095787,18,6.5
tt0095788,81,7.8
tt0095789,29,8.4
tt0095790,33,4.9
tt0095792,53,5.6
tt0095793,62,6.5
tt0095794,29,5.9
tt0095795,21,6.2
tt0095796,14,7.1
tt0095798,6,6.3
tt0095799,1737,5.7
tt0095800,13840,7.7
tt0095801,10162,7.5
tt0095802,138,4.6
tt0095803,585,5.4
tt0095804,63,6.9
tt0095805,81,6.7
tt0095806,194,7.1
tt0095808,66,7.3
tt0095809,257,4.4
tt0095810,41,3.8
tt0095812,328,3.7
tt0095814,107,5.4
tt0095815,123,6.8
tt0095816,105,6.6
tt0095817,5,7.8
tt0095820,6,6.3
tt0095821,50,3.5
tt0095822,83,6.9
tt0095823,101,6.4
tt0095824,19,6.7
tt0095825,102,4.7
tt0095826,65,7.6
tt0095827,806,6.9
tt0095828,99,6.9
tt0095830,54,6.8
tt0095831,7,4.3
tt0095832,412,6.2
tt0095833,54,6.8
tt0095834,84,5.4
tt0095835,254,6.2
tt0095836,1058,6.3
tt0095838,41,5.4
tt0095839,183,7.2
tt0095840,41,4.7
tt0095841,16,6.9
tt0095842,54,7.4
tt0095843,43,7
tt0095844,7,4
tt0095845,110,6.6
tt0095846,249,5.4
tt0095848,73,6.8
tt0095849,13,5.8
tt0095850,40,5.4
tt0095851,79,5.1
tt0095852,33,5.8
tt0095853,1544,6.4
tt0095854,212,6.9
tt0095855,270,6.7
tt0095856,11,4.5
tt0095857,118,7.2
tt0095859,22,6.2
tt0095860,36,5.2
tt0095861,66,6.2
tt0095863,10631,6.5
tt0095864,152,6.1
tt0095865,125,6.2
tt0095866,257,6.4
tt0095867,735,4.4
tt0095869,2958,7
tt0095871,3008,6.7
tt0095872,180,7.6
tt0095873,54,6.7
tt0095874,13,7.2
tt0095875,707,6.4
tt0095876,22,7.1
tt0095877,1184,5.4
tt0095878,351,4.6
tt0095879,6,4.5
tt0095880,541,7.2
tt0095881,255,6.1
tt0095882,27213,4.4
tt0095883,37,6.1
tt0095884,30,5.4
tt0095885,50,5.9
tt0095886,45,5.9
tt0095887,27,5.9
tt0095888,1266,6.8
tt0095889,14049,4.6
tt0095890,19,7
tt0095891,153,6.8
tt0095892,6,7.3
tt0095894,499,4.9
tt0095895,6460,7.3
tt0095896,6,5.8
tt0095897,13762,6
tt0095898,15,4.3
tt0095899,43,6.3
tt0095900,511,3.7
tt0095901,35,7.5
tt0095902,42,6.8
tt0095903,880,5.7
tt0095904,2980,5.9
tt0095905,49,6.3
tt0095906,28,4.4
tt0095907,9,5.8
tt0095910,78,6.7
tt0095911,105,6.3
tt0095912,7,7.4
tt0095913,7,6.3
tt0095914,141,6.4
tt0095915,53,5.8
tt0095916,1051,5.7
tt0095917,126,6.3
tt0095918,6,8
tt0095919,36,6.3
tt0095920,97,5
tt0095921,12,7.1
tt0095922,765,4.8
tt0095923,170,5.8
tt0095924,1761,5.4
tt0095925,15300,6.2
tt0095927,6880,5.8
tt0095929,206,3.9
tt0095930,757,4.6
tt0095931,7,5.4
tt0095932,11,6.5
tt0095933,15,3.5
tt0095934,6,6.8
tt0095936,7959,7.6
tt0095937,164,7.2
tt0095938,25,6.4
tt0095939,69,6
tt0095940,202,6.5
tt0095941,810,5.4
tt0095942,541,4.4
tt0095943,700,7.1
tt0095944,40,3.6
tt0095945,67,8
tt0095946,75,6.8
tt0095947,5,5.8
tt0095948,80,7.2
tt0095949,168,4.2
tt0095950,577,5.9
tt0095951,271,6.4
tt0095952,298,4.5
tt0095953,405313,8
tt0095954,83,8.6
tt0095955,150,4.6
tt0095956,98670,5.7
tt0095957,39,3.7
tt0095958,1608,6.3
tt0095959,188,5.6
tt0095960,66,7.1
tt0095961,37,6.5
tt0095963,53283,6
tt0095964,26,4.7
tt0095965,179,6.2
tt0095966,48,4.9
tt0095967,405,8
tt0095968,504,7.3
tt0095971,326,5.4
tt0095973,30,7.3
tt0095974,5,7.8
tt0095975,2084,6.3
tt0095977,1332,4.3
tt0095978,244,3.7
tt0095979,61,7.6
tt0095980,9,3.9
tt0095981,909,5.4
tt0095982,8,7.1
tt0095984,521,5.9
tt0095985,787,4.9
tt0095986,15,6.5
tt0095987,330,6.1
tt0095988,95,7.7
tt0095989,5831,5.2
tt0095990,14859,5.8
tt0095993,1929,6.6
tt0095994,6,5.8
tt0095995,40,5.6
tt0095996,242,5.9
tt0095997,80,5.8
tt0095998,16,7.8
tt0095999,42,7.6
tt0096000,452,4.2
tt0096001,158,5.9
tt0096002,16,2.7
tt0096003,1583,6.6
tt0096004,12,7.9
tt0096005,16,6.1
tt0096006,134,6.7
tt0096009,354,6.6
tt0096010,469,8
tt0096011,39,5.7
tt0096015,32,7.3
tt0096017,49,4.6
tt0096018,11171,7.7
tt0096019,7,7.9
tt0096020,33,3.8
tt0096021,12,5.7
tt0096022,3458,6.1
tt0096023,15,5.7
tt0096024,143,7.3
tt0096025,64,5.6
tt0096026,192,5.1
tt0096027,17,6.7
tt0096028,7098,8
tt0096029,1097,6.7
tt0096030,894,4.9
tt0096031,22,5.7
tt0096032,47,6.3
tt0096034,291,5.2
tt0096035,5,7
tt0096036,42,7.7
tt0096037,2955,4.8
tt0096038,11,6.7
tt0096039,430,2.8
tt0096040,41,4.8
tt0096041,14,5.9
tt0096042,39,6.7
tt0096043,7,4.6
tt0096044,90,5.9
tt0096045,31,4.7
tt0096046,3450,5.6
tt0096048,35,6.3
tt0096049,34,4.6
tt0096050,18,7.8
tt0096051,20,7.7
tt0096052,40,7.6
tt0096053,5,4.8
tt0096054,4996,5.8
tt0096056,541,6.4
tt0096057,69,5.7
tt0096058,10,7
tt0096060,199,4.1
tt0096061,67658,7
tt0096063,37,2.8
tt0096064,5,6
tt0096065,56,7.9
tt0096066,41,6.1
tt0096067,24,6.3
tt0096068,7,5.3
tt0096069,85,6.2
tt0096070,9,7.6
tt0096071,18383,6.5
tt0096072,194,4.7
tt0096073,11032,5.9
tt0096074,11,5.4
tt0096075,25,5.7
tt0096076,57,7.1
tt0096077,95,5.9
tt0096078,72,6.4
tt0096079,30,6.2
tt0096080,52,6
tt0096081,61,6.9
tt0096082,9,4.2
tt0096083,39,7.2
tt0096084,136,3.1
tt0096085,19,6.6
tt0096086,34,8.3
tt0096087,2065,5.9
tt0096088,16,6.3
tt0096089,20,5.8
tt0096090,13,5
tt0096091,294,7
tt0096092,353,7.3
tt0096093,70,5.5
tt0096094,9601,5.8
tt0096097,36,5.6
tt0096098,9832,6.8
tt0096099,61,5.5
tt0096100,91,7.6
tt0096101,19662,5.6
tt0096102,21,6.2
tt0096103,54,7
tt0096104,65,7.4
tt0096106,51,6
tt0096107,47,7.3
tt0096108,10,8.6
tt0096109,159,4.9
tt0096111,75,7.2
tt0096112,8,7.1
tt0096114,179,3.6
tt0096115,49,6.1
tt0096116,289,7
tt0096117,428,3.5
tt0096118,7661,5.8
tt0096119,5459,5.3
tt0096120,74,4.5
tt0096121,114,7.1
tt0096123,26,5.1
tt0096125,493,4.3
tt0096126,4830,8.9
tt0096127,33,6.2
tt0096128,37,7.6
tt0096130,66,5.6
tt0096131,163,6.3
tt0096133,24,7.8
tt0096134,461,6.8
tt0096135,6,7.8
tt0096136,163,7.2
tt0096137,11,6.4
tt0096138,5,4.8
tt0096139,51,5
tt0096140,43,6
tt0096141,138,6.7
tt0096142,2037,4.6
tt0096144,144,4.9
tt0096145,9,5.4
tt0096146,43,7.4
tt0096147,112,7.2
tt0096148,58,7
tt0096149,5898,2
tt0096150,134,7.2
tt0096152,1618,5.8
tt0096153,346,4.3
tt0096154,56,3.6
tt0096155,179,4.6
tt0096156,326,6
tt0096158,12,8.2
tt0096159,469,3.5
tt0096160,598,7.1
tt0096161,679,5.2
tt0096163,27104,7.8
tt0096164,20,6
tt0096165,40,8.7
tt0096166,687,4.8
tt0096167,54,6.9
tt0096168,7,8.1
tt0096169,135,5.9
tt0096170,564,6.8
tt0096171,3618,6.8
tt0096173,9,7
tt0096174,66,6.9
tt0096175,24,6.5
tt0096176,274,5
tt0096177,71,4.6
tt0096178,113,6.3
tt0096179,221,5.9
tt0096180,2918,6.3
tt0096181,126,6.2
tt0096182,32,4.1
tt0096183,116,4.3
tt0096184,1679,5.7
tt0096186,65,4
tt0096188,45,6.2
tt0096189,735,7.5
tt0096190,459,4.6
tt0096191,13,4.8
tt0096192,7,8.3
tt0096193,3298,5.7
tt0096194,629,2.7
tt0096195,81,5.9
tt0096197,92,5.6
tt0096198,45,6.3
tt0096200,678,5.7
tt0096201,173,4.3
tt0096202,78,5.5
tt0096203,2780,5.9
tt0096205,7,7
tt0096206,5,7.2
tt0096208,27,6
tt0096209,134,7.2
tt0096210,39,6.5
tt0096211,1186,5.6
tt0096213,31,5
tt0096214,57,6.2
tt0096215,57,4.6
tt0096216,282,6.3
tt0096217,65,6.6
tt0096218,1096,6.8
tt0096219,10638,7.3
tt0096220,65,7.1
tt0096221,140,6.6
tt0096222,53,5.2
tt0096223,3400,5.8
tt0096224,16,7.2
tt0096225,21,5.5
tt0096226,7,9.4
tt0096227,70,6.6
tt0096228,10,5.4
tt0096229,80,7
tt0096230,161,7.2
tt0096231,40,6.9
tt0096232,26,5.8
tt0096233,34,6
tt0096234,15,5.2
tt0096235,9,6.7
tt0096236,494,6.7
tt0096237,462,6.3
tt0096238,395,6.5
tt0096239,106,3.2
tt0096240,253,6.4
tt0096241,749,4.5
tt0096242,67,6.9
tt0096243,1022,7.1
tt0096244,24526,6
tt0096245,5,5.8
tt0096246,934,4.9
tt0096248,41,6.1
tt0096249,11,6.4
tt0096250,206,7.1
tt0096251,15289,7
tt0096252,1417,7
tt0096253,34,4.4
tt0096254,19,7.2
tt0096255,8,6.6
tt0096256,82044,7.3
tt0096257,17301,8.1
tt0096258,20,6.5
tt0096259,2626,7
tt0096261,27,5
tt0096263,147,6.2
tt0096264,28,7.9
tt0096266,86,8.7
tt0096267,606,4.7
tt0096268,67,4.4
tt0096269,20,7
tt0096270,97,4.9
tt0096271,306,4.8
tt0096272,6,7.3
tt0096273,7616,6.7
tt0096274,10,7.7
tt0096275,26,5.2
tt0096276,43,6.1
tt0096277,77,7.4
tt0096278,6,6.3
tt0096279,91,7.3
tt0096280,1136,6.2
tt0096281,174,6.7
tt0096282,823,6.9
tt0096283,196550,8.2
tt0096284,30,7.5
tt0096285,86,5.8
tt0096286,293,6.8
tt0096287,230,4.8
tt0096288,4689,8
tt0096289,5795,7.7
tt0096290,14,7.2
tt0096291,268,4.7
tt0096293,33,6.3
tt0096294,1547,5.9
tt0096295,337,6.2
tt0096296,46,7.2
tt0096299,25,5.3
tt0096300,7,7.6
tt0096301,27,4.8
tt0096302,300,5
tt0096303,9,6.9
tt0096304,14,3.9
tt0096305,14,7.1
tt0096306,117,6.3
tt0096307,19,6.8
tt0096308,32,6.1
tt0096309,264,6.3
tt0096310,1329,5.8
tt0096312,155,5.1
tt0096313,83,8.6
tt0096315,10,6.7
tt0096316,12381,6.9
tt0096317,5,6.6
tt0096318,636,5.3
tt0096319,368,5.5
tt0096320,93430,6
tt0096321,1724,5.2
tt0096322,8,6
tt0096323,5,5.6
tt0096324,4265,4.9
tt0096325,29,4.9
tt0096326,59,7
tt0096328,5224,7.5
tt0096329,1085,8.1
tt0096331,5,6.8
tt0096332,28621,7.4
tt0096333,11,6.5
tt0096334,11,6
tt0096335,129,3.7
tt0096336,3072,7.6
tt0096337,548,7.3
tt0096338,60,4.7
tt0096339,48,6
tt0096340,1103,4.9
tt0096341,686,4
tt0096342,443,5.8
tt0096343,219,5.6
tt0096344,1492,4.9
tt0096348,88,5.7
tt0096349,70,6.9
tt0096350,6,6.5
tt0096351,133,8
tt0096352,50,8
tt0096353,207,7
tt0096354,33,8.2
tt0096355,76,4.6
tt0096356,342,7.2
tt0096357,38,8.3
tt0096358,7,7.7
tt0096359,62,5.7
tt0096360,6,6.5
tt0096362,6,7.8
tt0096364,152,4.2
tt0096366,89,4.1
tt0096368,122,5.7
tt0096369,51,5
tt0096370,10,4.5
tt0096371,9,3.7
tt0096372,337,5.7
tt0096373,76,6.5
tt0096374,5,6.4
tt0096376,1300,5.8
tt0096377,17,5.6
tt0096378,2824,5.5
tt0096379,340,4.4
tt0096380,7608,5.7
tt0096381,61,6.2
tt0096382,41,7.9
tt0096383,6,7
tt0096384,25,3.6
tt0096386,3224,6.9
tt0096387,8,5.1
tt0096390,143,5.6
tt0096391,40,8
tt0096393,71,5.3
tt0096394,107,3.8
tt0096395,7,8.9
tt0096396,165,5.5
tt0096397,9,6
tt0096398,9,4.8
tt0096399,25,7.6
tt0096400,152,6.6
tt0096402,410,5.4
tt0096403,1776,8.8
tt0096404,50,6.9
tt0096405,108,6
tt0096406,44,6.4
tt0096407,13,7.7
tt0096409,2639,6.6
tt0096410,33,7
tt0096411,93,7.3
tt0096412,51,7.3
tt0096413,6,8.5
tt0096414,238,7.1
tt0096415,53,6.5
tt0096416,531,6.7
tt0096417,60,3.3
tt0096419,191,4.1
tt0096420,117,6.1
tt0096421,41,5.3
tt0096424,64,7.4
tt0096425,3348,5.3
tt0096426,8589,6.2
tt0096427,287,6.2
tt0096428,181,7.5
tt0096429,64,6.1
tt0096430,29,6.2
tt0096432,5,7.6
tt0096433,20,4.2
tt0096434,88,5.9
tt0096435,122,5.4
tt0096436,235,4.2
tt0096437,39,5.2
tt0096438,152042,7.7
tt0096439,52,5.9
tt0096440,161,7.7
tt0096442,8,6.6
tt0096445,111,5.2
tt0096446,85404,7.3
tt0096447,236,6.4
tt0096448,107,7
tt0096449,73,8.3
tt0096450,168,6.4
tt0096453,1282,4
tt0096454,7763,7
tt0096455,204,6.1
tt0096457,21,6.2
tt0096458,13,7.7
tt0096459,357,5.9
tt0096460,222,6.4
tt0096461,6415,7.1
tt0096462,336,4.5
tt0096463,43922,6.7
tt0096464,1206,7.1
