tconst,numVotes,averageRating
tt0020044,61,7.6
tt0020049,178,6.1
tt0020052,22,7
tt0020053,419,6.6
tt0020056,16,6.2
tt0020059,20,5.5
tt0020062,745,7
tt0020063,6,3.5
tt0020068,8,6.5
tt0020070,7,6.9
tt0020072,43,6.7
tt0020073,15,6.7
tt0020074,57,7.3
tt0020075,160,7.3
tt0020078,228,6.8
tt0020079,6,6.2
tt0020080,298,7.5
tt0020081,279,6
tt0020082,28,7.1
tt0020086,89,6.8
tt0020088,27,7.1
tt0020092,461,6.9
tt0020094,1138,7.7
tt0020099,31,7.2
tt0020103,361,6.1
tt0020107,6,6.8
tt0020108,11,6.3
tt0020109,67,5.8
tt0020112,1537,7.2
tt0020114,144,6.8
tt0020117,6,5.8
tt0020121,64,7.5
tt0020122,872,8
tt0020124,28,7.1
tt0020126,295,5.9
tt0020128,7,4.4
tt0020134,28,7.2
tt0020135,36,5.8
tt0020136,13,7.5
tt0020138,9,7.9
tt0020140,23,7.3
tt0020142,1998,6.3
tt0020143,957,8.2
tt0020144,288,7.8
tt0020146,43,6.3
tt0020152,77,6.4
tt0020158,151,6.9
tt0020159,10,8.5
tt0020161,803,7.4
tt0020163,2055,7.6
tt0020164,173,5.6
tt0020165,53,7.4
tt0020166,116,5.9
tt0020167,283,6.3
tt0020168,289,6.1
tt0020175,11,6.7
tt0020177,36,6.6
tt0020179,65,7
tt0020180,14,7
tt0020182,87,7.3
tt0020187,6,4.8
tt0020189,27,4.7
tt0020190,5,6.4
tt0020193,175,7.5
tt0020197,148,7.1
tt0020198,423,6.1
tt0020202,11,6.6
tt0020203,9,6.2
tt0020205,22,6.3
tt0020206,11,4.5
tt0020209,5,8
tt0020210,502,7.7
tt0020211,19,6.1
tt0020214,10,3.4
tt0020217,102,6.5
tt0020218,64,6
tt0020219,54,5.3
tt0020220,7,7.9
tt0020223,493,6.6
tt0020227,35,6.7
tt0020228,119,6.9
tt0020230,520,7.7
tt0020232,164,7.5
tt0020234,22,5.5
tt0020237,33,4.3
tt0020238,171,6.3
tt0020239,16,6.4
tt0020246,224,6.3
tt0020247,504,5.6
tt0020248,25,5
tt0020253,256,7
tt0020255,25,6.1
tt0020258,55,6.9
tt0020263,6,6.7
tt0020264,1036,7.3
tt0020267,59,5.6
tt0020269,1003,7.3
tt0020276,213,6.1
tt0020278,67,6.6
tt0020281,13,5.9
tt0020285,15,3.8
tt0020286,477,6.7
tt0020291,6,6.3
tt0020293,152,6.9
tt0020297,5,7
tt0020298,2781,7.8
tt0020305,293,5.6
tt0020306,10,6.4
tt0020307,77,6.9
tt0020312,5,6.2
tt0020320,122,7
tt0020321,1172,7.3
tt0020323,5,8.4
tt0020324,21,4.4
tt0020325,14,6.4
tt0020332,548,7.8
tt0020334,18,5.1
tt0020335,420,7.4
tt0020336,179,6.6
tt0020337,7,7.3
tt0020341,38,7.5
tt0020342,38,6.5
tt0020344,71,7
tt0020349,19,6.5
tt0020352,5,6.6
tt0020353,71,6.7
tt0020354,6,7.3
tt0020356,12,5.9
tt0020357,14,6.7
tt0020358,236,6.4
tt0020359,127,5.5
tt0020364,128,6.5
tt0020366,61,5.5
tt0020371,72,6.4
tt0020387,21,8
tt0020388,153,6.2
tt0020389,64,7
tt0020392,78,6.7
tt0020395,5,4.8
tt0020396,35,7
tt0020399,23,5.3
tt0020400,7,7.1
tt0020402,169,6.4
tt0020403,273,6.1
tt0020404,69,5.6
tt0020405,137,7.2
tt0020409,23,8.1
tt0020410,359,6.9
tt0020413,8,3.5
tt0020414,3065,7.8
tt0020415,9,7.2
tt0020419,81,6.3
tt0020421,14,3.1
tt0020424,12,7.2
tt0020425,129,5.7
tt0020427,63,7
tt0020430,12,4.2
tt0020431,134,5
tt0020432,62,6.4
tt0020434,8,5.4
tt0020436,12,5.6
tt0020438,30,5
tt0020439,568,7.6
tt0020442,1411,7.1
tt0020444,37,7
tt0020445,244,6.6
tt0020446,270,4.6
tt0020447,220,6.6
tt0020450,24,7.4
tt0020451,916,7.4
tt0020456,20,8.7
tt0020458,290,7.2
tt0020459,25,4.5
tt0020461,68,5.9
tt0020462,11,7.1
tt0020465,7,4.1
tt0020466,299,6.7
tt0020469,46,7.1
tt0020470,37,7.8
tt0020471,29,7.6
tt0020475,3222,8
tt0020476,24,4.6
tt0020479,393,7.2
tt0020480,109,5.7
tt0020481,70,6.3
tt0020484,179,5.8
tt0020485,28,6.7
tt0020487,489,7
tt0020488,403,5.9
tt0020489,696,7.3
tt0020490,120,6.1
tt0020492,299,5.9
tt0020497,12,7.1
tt0020498,8,7
tt0020499,397,6.8
tt0020500,23,5.1
tt0020502,126,6.4
tt0020503,7,7.3
tt0020509,328,6.5
tt0020510,211,6.7
tt0020513,38,7.1
tt0020514,1091,7.8
tt0020515,5,6
tt0020516,82,7.3
tt0020519,5,4.2
tt0020523,212,7.2
tt0020530,37299,7.8
tt0020531,781,7.1
tt0020532,7,7.4
tt0020534,163,6
tt0020538,362,4.6
tt0020542,164,5.4
tt0020543,182,6.4
tt0020546,8,7.2
tt0020547,91,7.4
tt0020549,42,5.1
tt0020550,6,8
tt0020556,460,7
tt0020560,56,5.9
tt0020563,368,6.6
tt0020564,10,7.4
tt0020566,197,6.2
tt0020568,8,9
tt0020570,697,7.3
tt0020572,557,6.2
tt0020577,7,7.4
tt0020580,215,6.2
tt0020581,344,6.9
tt0020584,6,6.5
tt0020585,249,7.4
tt0020586,8,6.5
tt0020589,444,6.8
tt0020590,312,6.5
tt0020591,235,6.1
tt0020594,148,7.2
tt0020595,33,7.1
tt0020596,24,6.8
tt0020599,19,6.3
tt0020602,52,7
tt0020603,9,7.9
tt0020604,45,5.1
tt0020607,646,7.2
tt0020608,176,7.3
tt0020613,193,6.5
tt0020616,11,6.7
tt0020617,7,8.3
tt0020619,13,6.5
tt0020620,1097,5.8
tt0020621,73,6.8
tt0020628,33,6.5
tt0020629,49420,8.1
tt0020630,21,7
tt0020634,6,7.2
tt0020635,45,6.1
tt0020638,12,5.1
tt0020640,11343,7.7
tt0020641,2211,6.9
tt0020642,637,7.2
tt0020643,1491,7.5
tt0020645,68,6.9
tt0020646,40,4
tt0020647,152,6
tt0020649,28,5.9
tt0020652,25,5.4
tt0020654,33,7.4
tt0020655,15,6.1
tt0020656,298,7.3
tt0020658,159,6.2
tt0020660,13,6.7
tt0020661,101,5.4
tt0020662,13,6.7
tt0020663,14,6.8
tt0020666,140,6.6
tt0020667,211,6
tt0020668,634,6.5
tt0020670,147,6
tt0020671,184,6.3
tt0020672,25,4.4
tt0020673,109,5.3
tt0020677,75,6
tt0020678,1078,7.4
tt0020679,153,6.5
tt0020681,11,7
tt0020682,6,5.8
tt0020683,70,6.2
tt0020684,6,5
tt0020686,1364,7.2
tt0020687,27,5.6
tt0020689,5,7.2
tt0020690,154,6.1
tt0020691,2668,7.3
tt0020692,18,5.9
tt0020693,302,6.1
tt0020694,37,5.4
tt0020695,414,6
tt0020697,11069,7.8
tt0020698,1116,7.6
tt0020699,180,5.1
tt0020700,11,7.1
tt0020701,326,6.4
tt0020702,255,5.4
tt0020703,57,5.6
tt0020705,105,5.4
tt0020707,9,7
tt0020708,1237,7.6
tt0020709,12,6.2
tt0020712,12,6.1
tt0020713,153,6.9
tt0020714,69,5.9
tt0020715,8,6.6
tt0020717,167,4.8
tt0020718,8,5.6
tt0020719,17,7.6
tt0020720,222,6.6
tt0020723,5,5.4
tt0020724,94,6.6
tt0020727,44,6.5
tt0020728,6,6.7
tt0020732,9,7
tt0020735,157,5.7
tt0020736,9,5.3
tt0020738,10,6.1
tt0020739,69,6.1
tt0020740,92,4.7
tt0020741,16,7.2
tt0020743,11,6.7
tt0020744,8,6.5
tt0020746,6,6.7
tt0020748,45,7.1
tt0020751,14,5.6
tt0020752,335,6.6
tt0020754,103,6.2
tt0020755,12,5.7
tt0020757,19,7.5
tt0020758,295,5.8
tt0020759,43,6
tt0020762,13,8.4
tt0020763,73,6.5
tt0020767,49,5.3
tt0020768,2174,7.9
tt0020769,11,7.1
tt0020770,14,5.1
tt0020773,6,7.2
tt0020774,9,4.4
tt0020775,5,6.6
tt0020776,6,3.5
tt0020780,13,4.7
tt0020781,26,7.1
tt0020784,235,5.7
tt0020785,77,5.8
tt0020789,28,5.7
tt0020792,9,8.2
tt0020793,772,7.8
tt0020796,128,5.4
tt0020798,94,6.8
tt0020799,150,6.4
tt0020800,11,7
tt0020801,8,7.5
tt0020803,10,6.3
tt0020804,5,5.6
tt0020805,58,5.7
tt0020806,394,6.3
tt0020809,31,5
tt0020810,44,5.8
tt0020811,8,7.1
tt0020814,125,7
tt0020815,1298,7.9
tt0020816,9,7.1
tt0020818,7,7.4
tt0020819,20,7
tt0020821,401,6.7
tt0020822,40,7.2
tt0020823,101,6.3
tt0020824,9,7.3
tt0020826,6,6
tt0020827,2124,6.8
tt0020828,236,5.5
tt0020829,190,6.3
tt0020831,39,5.5
tt0020834,99,6.6
tt0020836,673,6.6
tt0020838,268,5.8
tt0020841,5,6.6
tt0020842,631,6.8
tt0020843,37,6.2
tt0020844,30,5.9
tt0020850,22,6.6
tt0020852,240,5.8
tt0020856,8,6.1
tt0020857,13,5.5
tt0020859,45,6.2
tt0020860,12,5.9
tt0020861,10,7.3
tt0020866,65,6.1
tt0020869,91,5.7
tt0020872,13,7.7
tt0020873,69,6.6
tt0020875,328,7.2
tt0020876,748,6.9
tt0020880,170,5.6
tt0020881,15,7.1
tt0020882,9,6
tt0020883,30,6
tt0020884,14,6.6
tt0020885,263,7
tt0020887,94,7.6
tt0020888,69,5.9
tt0020890,123,6.8
tt0020891,1022,7.8
tt0020893,25,7.1
tt0020894,165,7.4
tt0020895,44,6
tt0020896,269,6.4
tt0020899,35,5.9
tt0020900,112,6.2
tt0020902,707,5.6
tt0020905,8,4.4
tt0020906,143,6.1
tt0020907,67,4.1
tt0020911,51,6
tt0020912,9,6
tt0020914,5,5.6
tt0020915,16,8.2
tt0020917,5,6.4
tt0020918,36,6.7
tt0020919,738,7.7
tt0020921,5,6.4
tt0020922,43,5.6
tt0020924,114,6.1
tt0020925,9,7.6
tt0020926,106,4.9
tt0020927,885,6.5
tt0020929,308,7.6
tt0020932,246,6.8
tt0020933,15,7.6
tt0020935,8,6.1
tt0020936,11,7.6
tt0020937,6,4.7
tt0020938,254,5.5
tt0020942,27,4.2
tt0020944,15,7.3
tt0020945,228,6.4
tt0020946,6,4
tt0020949,103,7.2
tt0020950,374,6.1
tt0020952,27,6
tt0020953,39,4.8
tt0020954,45,5.3
tt0020955,9,7.1
tt0020956,29,6
tt0020959,106,5.6
tt0020960,3981,7.8
tt0020963,5,8.4
tt0020965,31,5.3
tt0020966,153,6.8
tt0020968,27,8.1
tt0020969,17,7.2
tt0020971,6,5.2
tt0020972,62,6.5
tt0020973,10,8.9
tt0020977,8,8.2
tt0020979,1276,7.7
tt0020980,326,6.5
tt0020982,14,8.3
tt0020983,148,5.6
tt0020984,11,6.8
tt0020985,200,7
tt0020986,33,6.3
tt0020987,215,6.4
tt0020988,22,5.4
tt0020989,18,5.7
tt0020991,7,6.7
tt0020992,11,7.7
tt0020994,15,7.6
tt0020997,54,5.2
tt0020999,26,5.6
tt0021001,63,5.5
tt0021002,24,7
tt0021003,9,7.8
tt0021004,143,7.4
tt0021008,7,8
tt0021009,5,7.2
tt0021010,5,7.8
tt0021011,5,7.8
tt0021013,154,7.1
tt0021015,1660,4.8
tt0021016,500,5.5
tt0021017,34,5.6
tt0021018,191,5.8
tt0021019,13,6
tt0021021,5,5.2
tt0021023,28,5.9
tt0021024,21,7.3
tt0021025,487,7.5
tt0021026,17,4.2
tt0021027,21,5.5
tt0021029,10,6.7
tt0021033,30,7
tt0021034,5,4.8
tt0021036,40,5.9
tt0021037,56,6.4
tt0021039,19,5.7
tt0021040,762,6.8
tt0021041,10,7
tt0021042,93,6
tt0021043,17,5.2
tt0021044,101,6.9
tt0021045,63,5.4
tt0021046,15,6.4
tt0021048,95,5.7
tt0021051,27,5.6
tt0021052,5,6.6
tt0021053,212,6.8
tt0021054,1012,7.4
tt0021055,7,5.4
tt0021056,8,5.9
tt0021057,12,8.3
tt0021060,375,6.5
tt0021061,94,6.9
tt0021064,14,6.4
tt0021065,11,6.3
tt0021067,21,6.4
tt0021068,30,7.3
tt0021069,117,5.7
tt0021070,121,7.2
tt0021071,13,8.7
tt0021073,9,5.8
tt0021074,309,6.7
tt0021076,34,7
tt0021078,9,6.9
tt0021079,9503,7.3
tt0021082,20,7
tt0021083,36,5.7
tt0021084,21,6.7
tt0021085,17,5.6
tt0021087,213,6
tt0021089,39,6.6
tt0021090,103,5.5
tt0021092,174,5.8
tt0021094,121,5.4
tt0021097,15,8
tt0021100,122,5.7
tt0021102,98,6.5
tt0021106,456,6.8
tt0021109,27,6.6
tt0021110,120,6.4
tt0021112,38,6.4
tt0021113,11,4.5
tt0021114,6,6.7
tt0021115,9,8
tt0021118,73,6.9
tt0021119,12,6.8
tt0021120,12,7.2
tt0021121,164,7.5
tt0021125,49,6.6
tt0021128,425,6
tt0021131,29,5.3
tt0021132,84,6
tt0021133,163,5.2
tt0021134,164,5
tt0021135,21,6.4
tt0021137,39,4.5
tt0021139,12,5.4
tt0021140,167,5.9
tt0021141,35,5.6
tt0021144,30,7.5
tt0021146,167,6.4
tt0021147,18,7.2
tt0021148,1279,7.3
tt0021149,275,5.6
tt0021151,142,6
tt0021152,310,4
tt0021153,915,7
tt0021155,10,5.3
tt0021156,4104,7.3
tt0021159,38,5.7
tt0021165,4499,6.4
tt0021166,151,6.9
tt0021168,72,6.8
tt0021176,9,5.7
tt0021177,21,8
tt0021178,94,6.1
tt0021179,10,7.5
tt0021180,21,6.7
tt0021181,166,6.3
tt0021182,1044,7.6
tt0021183,15,6.8
tt0021184,35,6.2
tt0021185,12,5.3
tt0021189,777,7.7
tt0021190,11,5.1
tt0021191,159,5.5
tt0021192,65,4.9
tt0021196,55,7
tt0021197,258,6.3
tt0021198,24,5.3
tt0021199,33,5.8
tt0021200,16,5.9
tt0021201,29,3.9
tt0021202,66,4.4
tt0021203,67,5.9
tt0021205,13,6.8
tt0021211,6,8.8
tt0021212,6,7.5
tt0021214,16,5.7
tt0021216,96,6.3
tt0021217,320,6.5
tt0021218,14,6.6
tt0021219,42,6.8
tt0021221,6,4.3
tt0021223,457,5.6
tt0021224,74,6.5
tt0021225,348,6.7
tt0021227,8,6.8
tt0021228,444,5.7
tt0021231,38,4.9
tt0021232,197,6.2
tt0021233,27,4.5
tt0021234,50,6.7
tt0021237,21,6.8
tt0021239,141,5.9
tt0021240,210,6.8
tt0021243,67,6.5
tt0021246,13,7.4
tt0021247,110,7.2
tt0021248,7,6.4
tt0021249,35,6.3
tt0021250,207,6.4
tt0021252,209,6.4
tt0021261,40,6.7
tt0021262,148,6.3
tt0021263,145,6.5
tt0021268,129,7.3
tt0021273,430,7
tt0021274,61,5.6
tt0021275,242,7
tt0021276,95,6.4
tt0021277,9,7
tt0021279,49,6.7
tt0021280,91,5.7
tt0021281,591,6.9
tt0021282,269,5.9
tt0021283,266,6.6
tt0021284,14,5.4
tt0021287,271,5.8
tt0021288,65,6
tt0021289,8,5.8
tt0021292,431,7.6
tt0021294,469,7.4
tt0021295,184,5.1
tt0021296,8,7
tt0021297,130,7.1
tt0021301,13,5.8
tt0021303,98,5.6
tt0021304,112,5.8
tt0021305,51,6.9
tt0021307,75,6.1
tt0021308,54,4.7
tt0021309,806,8
tt0021310,501,6
tt0021312,446,6.7
tt0021317,126,5.3
tt0021319,44,5.6
tt0021321,7,5.3
tt0021322,224,6.7
tt0021324,174,5.1
tt0021327,65,6.8
tt0021331,4526,7.5
tt0021334,24,7
tt0021335,145,5.9
tt0021336,6,7.8
tt0021337,86,6
tt0021338,13,5
tt0021339,281,7.4
tt0021340,5,5.4
tt0021342,21,6
tt0021345,153,5.5
tt0021346,19,6.6
tt0021347,14,6.1
tt0021348,11,7.6
tt0021349,11,5.1
tt0021351,27,6.5
tt0021354,6,5.8
tt0021355,6,7.3
tt0021357,59,7
tt0021358,26,7.2
tt0021359,30,6.6
tt0021360,8,4.5
tt0021361,5,6.8
tt0021362,61,4.9
tt0021364,176,6.1
tt0021365,88,5.4
tt0021366,81,7.4
tt0021369,50,6
tt0021371,152,7.1
tt0021372,25,5.4
tt0021374,306,6.2
tt0021375,531,7.1
tt0021376,182,5.5
tt0021377,319,6.2
tt0021378,26,6.1
tt0021379,12,4.1
tt0021380,338,6.3
tt0021381,354,6.4
tt0021382,127,6.2
tt0021384,11,7.1
tt0021386,34,5.1
tt0021387,71,5
tt0021388,6,6.5
tt0021392,17,3.9
tt0021393,13,5.6
tt0021394,95,6.5
tt0021395,7,7.9
tt0021396,13,6.8
tt0021397,24,6.4
tt0021400,112,6.1
tt0021401,112,5.4
tt0021404,11,6.2
tt0021405,6,5.5
tt0021406,467,7.1
tt0021408,288,6
tt0021409,1614,7.3
tt0021412,46,7.1
tt0021413,215,7.2
tt0021414,5,7.6
tt0021415,14,4.6
tt0021417,5,8.6
tt0021418,26,5.5
tt0021420,136,7
tt0021422,67,5.3
tt0021423,7,6.9
tt0021424,61,5.5
tt0021425,11,6.7
tt0021428,34,7.2
tt0021429,122,7.1
tt0021430,8,6.5
tt0021432,34,6.5
tt0021434,158,5.9
tt0021435,104,5.6
tt0021436,38,6.3
tt0021439,86,5.5
tt0021440,26,8.6
tt0021442,21,8.1
tt0021445,19,6.7
tt0021446,5,7.4
tt0021449,37,5.7
tt0021451,5,8
tt0021454,12,6.2
tt0021455,7,7.7
tt0021456,201,8.1
tt0021458,20,7
tt0021460,8,7.6
tt0021463,41,6.8
tt0021464,172,6.6
tt0021467,23,5.6
tt0021469,10,5.3
tt0021470,66,5.2
tt0021471,18,7.1
tt0021472,112,5.9
tt0021474,30,5.5
tt0021476,59,7.5
tt0021481,33,6.2
tt0021482,20,7.1
tt0021483,117,6.4
tt0021484,64,7.3
tt0021485,15,6.5
tt0021486,115,6.1
tt0021487,67,6.9
tt0021488,5,5.8
tt0021491,6,5.5
tt0021492,71,7
tt0021493,209,5.7
tt0021495,8,6.1
tt0021496,17,5.8
tt0021500,16,5.8
tt0021502,31,5.6
tt0021503,26,6
tt0021504,18,6.8
tt0021505,850,6.8
tt0021507,43,4.8
tt0021508,814,6.1
tt0021509,14,5.9
tt0021511,77,6.3
tt0021514,5,8.8
tt0021515,13,5
tt0021517,7,7.4
tt0021521,11,6.5
tt0021522,54,7.3
tt0021524,72,5.9
tt0021525,64,6.2
tt0021530,66,5.9
tt0021531,181,6.2
tt0021532,30,6.9
tt0021533,587,8.2
tt0021534,496,7.8
tt0021538,6,8.2
tt0021539,48,7.2
tt0021541,9,6.2
tt0021542,963,7.6
tt0021543,15,7.3
tt0021545,12,6
tt0021546,90,7.3
tt0021547,91,6.4
tt0021548,5,6.2
tt0021549,849,7.7
tt0021550,74,5.8
tt0021551,272,6.8
tt0021554,25,5.4
tt0021555,17,5.5
tt0021556,149,6.3
tt0021557,38,6.1
tt0021559,62,6.4
tt0021561,6,5.8
tt0021563,15,6.1
tt0021565,15,7.1
tt0021566,8,6.9
tt0021567,17,6.5
tt0021568,85,6.6
tt0021571,3732,7.5
tt0021572,20,7.7
tt0021573,5,7
tt0021576,2921,7.5
tt0021577,10184,7.5
tt0021579,62,7
tt0021580,221,6.9
tt0021581,10,6.7
tt0021582,7,5.1
tt0021587,22,6.3
tt0021589,14,7.1
tt0021590,119,5.5
tt0021591,20,4.8
tt0021592,10,5.8
tt0021593,45,5.8
tt0021594,83,7.6
tt0021595,153,6.2
tt0021597,29,6.3
tt0021598,6,8.5
tt0021599,76,6
tt0021602,7,6.9
tt0021605,24,6.4
tt0021606,98,6.4
tt0021607,442,6.6
tt0021608,5,4.4
tt0021609,9,7.3
tt0021610,7,6.7
tt0021611,45,7
tt0021612,38,5.6
tt0021615,109,6.4
tt0021616,35,7.2
tt0021617,18,5.3
tt0021618,15,6.5
tt0021619,7,6.6
tt0021621,23,6.7
tt0021622,1166,6.2
tt0021627,5,8.6
tt0021630,22,6.3
tt0021631,28,6.8
tt0021632,267,6.4
tt0021633,854,7.7
tt0021634,73,6.6
tt0021635,757,6.7
tt0021636,664,6.9
tt0021638,22,6.2
tt0021640,72,7.2
tt0021642,193,6.7
tt0021643,33,5.8
tt0021644,946,7
tt0021645,219,6.9
tt0021646,1164,7.5
tt0021647,350,7
tt0021649,264,6.3
tt0021650,8,6.1
tt0021653,77,7
tt0021654,474,6.8
tt0021655,30,6.3
tt0021656,59,5.8
tt0021657,169,5.9
tt0021658,65,6.4
tt0021659,86,6.1
tt0021660,128,5.8
tt0021661,46,6.3
tt0021662,24,5.2
tt0021663,85,6.4
tt0021664,1084,7.4
tt0021665,243,6.3
tt0021666,282,6.5
tt0021668,1029,7.1
tt0021669,6,7.5
tt0021671,71,5.7
tt0021673,1083,7.1
tt0021675,34,6.3
tt0021676,218,6.3
tt0021680,54,7
tt0021681,95,6
tt0021683,55,6.1
tt0021684,132,5.7
tt0021685,102,5.8
tt0021686,79,5.3
tt0021687,157,5.8
tt0021688,77,5.5
tt0021689,109,5.6
tt0021690,94,5.9
tt0021691,22,7.1
tt0021693,44,6.1
tt0021694,28,6.5
tt0021695,54,6.1
tt0021696,30,6.7
tt0021697,207,5.9
tt0021698,44,6
tt0021699,14,6.1
tt0021701,73,6.8
tt0021702,25,6.4
tt0021703,266,6.6
tt0021706,23,6
tt0021707,112,6.6
tt0021709,27,6.3
tt0021710,17,7.6
tt0021711,30,6.2
tt0021718,261,6.6
tt0021720,145,6.7
tt0021721,67,6.5
tt0021722,33,5.9
tt0021723,14,7.4
tt0021725,116,6.7
tt0021726,26,5.8
tt0021729,13,6.6
tt0021730,2153,7.3
tt0021732,127,6.6
tt0021733,437,7.6
tt0021735,356,6.5
tt0021738,1066,7.5
tt0021739,2615,7.7
tt0021742,255,6.6
tt0021743,87,4.8
tt0021745,250,6.6
tt0021746,4088,6
tt0021748,28,7
tt0021749,121426,8.6
tt0021750,972,7.2
tt0021751,44,5.6
tt0021752,148,6.5
tt0021754,121,6.8
tt0021755,739,7.4
tt0021756,180,6.1
tt0021758,21,6.9
tt0021759,242,6.6
tt0021760,18,6.7
tt0021761,306,6
tt0021763,41,5
tt0021764,115,6.1
tt0021766,9,5.6
tt0021767,9,6.4
tt0021768,183,6.4
tt0021769,38,7.2
tt0021770,672,7.1
tt0021772,97,6.2
tt0021774,13,5.4
tt0021775,56,6.8
tt0021778,622,5.8
tt0021780,794,7.8
tt0021784,21,6.8
tt0021785,224,6.3
tt0021786,103,6.2
tt0021789,11,6.6
tt0021792,14,5.2
tt0021793,167,5.9
tt0021794,164,6.6
tt0021795,18,5.9
tt0021798,102,6.4
tt0021799,472,6.4
tt0021800,1365,7.3
tt0021802,116,7.2
tt0021804,26,6.3
tt0021806,158,7.6
tt0021807,79,6.6
tt0021810,512,7.5
tt0021812,42,5.9
tt0021814,35945,7.6
tt0021815,3300,7.2
tt0021816,20,6.6
tt0021818,1601,7.5
tt0021820,134,6
tt0021821,18,6.1
tt0021824,88,5.7
tt0021825,348,6.3
tt0021826,80,7.1
tt0021828,116,5.7
tt0021829,98,6.2
tt0021831,333,6.8
tt0021835,15,6.5
tt0021836,419,7.2
tt0021839,9,6.9
tt0021840,56,6.4
tt0021841,24,4.1
tt0021844,39,5.2
tt0021845,78,6.1
tt0021846,13,7.8
tt0021847,89,7.1
tt0021848,21,5.3
tt0021853,15,6
tt0021855,25,6.1
tt0021859,95,5.6
tt0021861,415,5.9
tt0021862,10,5.3
tt0021863,19,5.6
tt0021864,174,6.2
tt0021865,282,6
tt0021866,8,2
tt0021867,31,6.8
tt0021868,24,6.4
tt0021871,179,6.5
tt0021872,58,6.2
tt0021873,1250,7.3
tt0021874,1013,8
tt0021877,6,4.3
tt0021878,204,7.5
tt0021879,145,5.8
tt0021881,21,5.4
tt0021882,12,5.9
tt0021883,117,6.2
tt0021884,52140,7.9
tt0021885,1731,6.7
tt0021886,43,5.9
tt0021889,281,5.5
tt0021890,1639,6.9
tt0021894,11,6.1
tt0021895,110,5.8
tt0021898,28,7.1
tt0021899,6,6.7
tt0021900,82,5.1
tt0021905,6,5
tt0021906,608,7.8
tt0021907,28,6.5
tt0021908,5,7
tt0021910,414,8
tt0021911,55,5.8
tt0021914,14,7.1
tt0021916,8,5.9
tt0021917,199,5
tt0021918,73,6.3
tt0021919,141,6
tt0021920,58,5.7
tt0021921,63,6.1
tt0021922,21,7.1
tt0021923,11,5.3
tt0021924,8,6.2
tt0021925,8,6.9
tt0021926,56,5.9
tt0021927,122,5.6
tt0021928,83,6.7
tt0021929,8,6.2
tt0021930,5,5.4
tt0021931,341,6.7
tt0021932,203,6.6
tt0021933,503,7.2
tt0021935,19,6.3
tt0021940,53,5.4
tt0021941,46,7.3
tt0021943,41,7.5
tt0021947,10,5
tt0021949,7,6.1
tt0021951,140,7.7
tt0021952,152,6.2
tt0021956,22,6.5
tt0021958,47,6
tt0021959,26,7.3
tt0021961,42,6.8
tt0021963,77,6.1
tt0021964,179,5.3
tt0021965,5,6
tt0021966,132,5.9
tt0021967,11,7.3
tt0021969,118,6.8
tt0021973,121,6.2
tt0021977,14,5.9
tt0021978,118,7.2
tt0021981,54,6.1
tt0021982,8,5.1
tt0021984,12,7.1
tt0021985,1066,7.8
tt0021986,155,5.4
tt0021987,32,6.5
tt0021988,48,6.7
tt0021990,8,5.6
tt0021991,27,7.4
tt0021992,643,6.2
tt0021993,5,7
tt0021994,7,6.9
tt0021996,102,6.5
tt0021997,11,7.2
tt0022000,1161,7.9
tt0022001,378,6.4
tt0022002,137,6.2
tt0022006,62,5.7
tt0022007,23,8.1
tt0022008,7,6.4
tt0022009,103,6.6
tt0022010,19,6.1
tt0022011,20,7
tt0022015,17,6.4
tt0022017,833,7.6
tt0022021,308,6
tt0022022,40,7.4
tt0022026,269,7.5
tt0022028,49,6
tt0022029,125,7.2
tt0022031,80,6.8
tt0022032,43,6.7
tt0022033,11,6.4
tt0022034,381,7.2
tt0022036,312,6.8
tt0022042,58,6.5
tt0022043,85,6.4
tt0022044,7,7.3
tt0022045,373,5.6
tt0022046,145,6.1
tt0022047,8,5.8
tt0022048,252,6.6
tt0022049,14,6.7
tt0022054,1157,7.8
tt0022055,6,7.3
tt0022056,139,5.9
tt0022057,51,6.4
tt0022058,1150,7.5
tt0022059,443,4.9
tt0022060,35,5.5
tt0022061,8,5.6
tt0022063,23,7
tt0022064,7,4.6
tt0022065,41,7.2
tt0022069,40,7
tt0022072,5,7.6
tt0022073,23,6.7
tt0022074,2745,7.8
tt0022075,57,5.6
tt0022078,52,6.3
tt0022080,1186,7.4
tt0022082,15,5.8
tt0022083,88,7.8
tt0022085,145,6.4
tt0022086,249,6.4
tt0022088,179,8.1
tt0022089,25,5.9
tt0022092,25,8.4
tt0022093,38,6
tt0022094,6,7.3
tt0022095,27,6.6
tt0022096,9,6.7
tt0022097,6,8
tt0022098,7,4.3
tt0022100,108741,8.4
tt0022103,364,6.5
tt0022105,111,6.6
tt0022106,23,7
tt0022108,6,4.2
tt0022109,58,5.2
tt0022110,18,7.6
tt0022111,2310,7.4
tt0022112,45,5.5
tt0022113,11,6.3
tt0022114,41,5.9
tt0022115,62,6.4
tt0022117,227,7.1
tt0022119,423,6.3
tt0022120,85,5.5
tt0022121,125,6.4
tt0022125,1534,7.9
tt0022126,27,7.4
tt0022127,92,7.1
tt0022129,8,7.4
tt0022132,19,6.8
tt0022134,183,6
tt0022135,100,5.7
tt0022136,5,7
tt0022137,18,7.3
tt0022139,81,7
tt0022140,5,8.6
tt0022141,8,7.8
tt0022144,6,5.5
tt0022145,219,6.7
tt0022146,248,6.6
tt0022147,452,6.8
