n_const,first_name,last_name,birth_year,death_year
nm0000627,Greta,Scacchi,1960,NULL
nm0000628,Johnathon,Schaech,1969,NULL
nm0000629,Claudia,Schiffer,1970,NULL
nm0000630,Liev,Schreiber,1967,NULL
nm0000631,Ridley,Scott,1937,NULL
nm0000632,Jerry,Seinfeld,1954,NULL
nm0000633,Tom,Selleck,1945,NULL
nm0000634,Peter,Sellers,1925,1980
nm0000635,Yahoo,Serious,1953,NULL
nm0000636,William,Shakespeare,1564,1616
nm0000637,Tupac,Shakur,1971,1996
nm0000638,William,Shatner,1931,NULL
nm0000639,Ally,Sheedy,1962,NULL
nm0000640,Martin,Sheen,1940,NULL
nm0000641,Gary,Sinise,1955,NULL
nm0000642,Marina,Sirtis,1955,NULL
nm0000643,Tom,Skerritt,1933,NULL
nm0000644,Helen,Slater,1963,NULL
nm0000645,Anna,Nicole,1967,2007
nm0000646,Jaclyn,Smith,1945,NULL
nm0000647,Alan,Smithee,\N,NULL
nm0000648,Wesley,Snipes,1962,NULL
nm0000649,Paul,Sorvino,1939,NULL
nm0000650,Talisa,Soto,1967,NULL
nm0000651,Sissy,Spacek,1949,NULL
nm0000652,James,Spader,1960,NULL
nm0000653,Brent,Spiner,1949,NULL
nm0000654,Terence,Stamp,1938,NULL
nm0000655,Eric,Stoltz,1961,NULL
nm0000656,Madeleine,Stowe,1958,NULL
nm0000657,David,Strathairn,1949,NULL
nm0000658,Meryl,Streep,1949,NULL
nm0000659,Barbra,Streisand,1942,NULL
nm0000660,Tami,Stronach,1972,NULL
nm0000661,Donald,Sutherland,1935,NULL
nm0000662,Kiefer,Sutherland,1966,NULL
nm0000663,Dominique,Swain,1980,NULL
nm0000664,Patrick,Swayze,1952,2009
nm0000665,D.B.Sweeney,,1961,NULL
nm0000666,Lili,Taylor,1967,NULL
nm0000667,David,Thewlis,1963,NULL
nm0000668,Emma,Thompson,1959,NULL
nm0000669,Fred,Dalton,1942,2015
nm0000670,Lea,Thompson,1961,NULL
nm0000671,Billy,Bob,1955,NULL
nm0000672,Meg,Tilly,1960,NULL
nm0000673,Marisa,Tomei,1964,NULL
nm0000674,Tamlyn,Tomita,1966,NULL
nm0000675,Jeanne,Tripplehorn,1963,NULL
nm0000676,Chris,Tucker,1971,NULL
nm0000677,Robin,Tunney,1972,NULL
nm0000678,Kathleen,Turner,1954,NULL
nm0000679,Deborah,Kara,1966,NULL
nm0000680,Casper,Van,1968,NULL
nm0000681,Vince,Vaughn,1970,NULL
nm0000682,Paul,Verhoeven,1938,NULL
nm0000683,Gore,Vidal,1925,2012
nm0000684,Nana,Visitor,1957,NULL
nm0000685,Jon,Voight,1938,NULL
nm0000686,Christopher,Walken,1943,NULL
nm0000687,J.T.Walsh,,1943,1998
nm0000688,Sela,Ward,1956,NULL
nm0000689,Julie,Warner,1965,NULL
nm0000690,Lesley,Ann,1946,NULL
nm0000691,John,Waters,1946,NULL
nm0000692,Teri,Weigel,1962,NULL
nm0000693,Peter,Weller,1947,NULL
nm0000694,Wim,Wenders,1945,NULL
nm0000695,Joanne,Whalley,1961,NULL
nm0000696,Wil,Wheaton,1972,NULL
nm0000697,Billy,Wilder,1906,2002
nm0000698,Gene,Wilder,1933,2016
nm0000699,Michael,Wincott,1958,NULL
nm0000700,Debra,Winger,1955,NULL
nm0000701,Kate,Winslet,1975,NULL
nm0000702,Reese,Witherspoon,1976,NULL
nm0000703,BD,Wong,1960,NULL
nm0000704,Elijah,Wood,1981,NULL
nm0000705,Robin,Wright,1966,NULL
nm0000706,Michelle,Yeoh,1962,NULL
nm0000707,Sean,Young,1959,NULL
nm0000708,Billy,Zane,1966,NULL
nm0000709,Robert,Zemeckis,1952,NULL
nm0000710,David,Raksin,1912,2004
nm0000711,Rick,Baker,1950,NULL
nm0000712,Steve,Cohen,\N,NULL
nm0000713,Joel,Oliansky,1935,2002
nm0000714,Willie,Aames,1960,NULL
nm0000715,Caroline,Aaron,1952,NULL
nm0000716,Paula,Abdul,1962,NULL
nm0000717,Kareem,Abdul-Jabbar,1947,NULL
nm0000718,Ian,Abercrombie,1934,2012
nm0000719,F.Murray,Abraham,1939,NULL
nm0000720,Jim,Abrahams,1944,NULL
nm0000721,Victoria,Abril,1959,NULL
nm0000722,Joss,Ackland,1928,NULL
nm0000723,Deborah,Adair,1952,NULL
nm0000724,Brooke,Adams,1949,NULL
nm0000725,Joey,Lauren,1968,NULL
nm0000726,Maud,Adams,1945,NULL
nm0000727,Percy,Adlon,1935,NULL
nm0000728,Mario,Adorf,1930,NULL
nm0000729,Casey,Affleck,1975,NULL
nm0000730,John,Agar,1921,2002
nm0000731,Brian,Aherne,1902,1986
nm0000732,Danny,Aiello,1933,NULL
nm0000733,Anouk,Aimée,1932,NULL
nm0000734,Eddie,Albert,1906,2005
nm0000735,Brian,Aldiss,1925,NULL
nm0000736,Robert,Aldrich,1918,1983
nm0000737,Jane,Alexander,1939,NULL
nm0000738,Muhammad,Ali,1942,2016
nm0000739,Debbie,Allen,1950,NULL
nm0000740,Irwin,Allen,1916,1991
nm0000741,Tim,Allen,1953,NULL
nm0000742,June,Allyson,1917,2006
nm0000743,Néstor,Almendros,1930,1992
nm0000744,Maria,Conchita,1957,NULL
nm0000745,Carol,Alt,1960,NULL
nm0000746,Trini,Alvarado,1967,NULL
nm0000747,Don,Ameche,1908,1993
nm0000748,Leon,Ames,1902,1993
nm0000749,Mädchen,Amick,1970,NULL
nm0000750,Jon,Amiel,1948,NULL
nm0000751,Suzy,Amis,1962,NULL
nm0000752,Judith,Anderson,1897,1992
nm0000753,Juliet,Anderson,1938,2010
nm0000754,Kevin,Anderson,1960,NULL
nm0000755,Lindsay,Anderson,1923,1994
nm0000756,Loni,Anderson,1945,NULL
nm0000757,Melissa,Sue,1962,NULL
nm0000758,Melody,Anderson,1955,NULL
nm0000759,Paul,Thomas,1970,NULL
nm0000760,Richard,Dean,1950,NULL
nm0000761,Bibi,Andersson,1935,NULL
nm0000762,Anthony,Andrews,1948,NULL
nm0000763,Dana,Andrews,1909,1992
nm0000764,André,the,1946,1993
nm0000765,Pier,Angeli,1932,1971
nm0000766,Theodoros,Angelopoulos,1935,2012
nm0000767,Jean-Hugues,Anglade,1955,NULL
nm0000768,Francesca,Annis,1945,NULL
nm0000769,Susan,Anspach,1942,NULL
nm0000770,David,Anspaugh,1946,NULL
nm0000771,Lysette,Anthony,1963,NULL
nm0000772,Susan,Anton,1950,NULL
nm0000773,Laura,Antonelli,1941,2015
nm0000774,Michelangelo,Antonioni,1912,2007
nm0000775,Christina,Applegate,1971,NULL
nm0000776,Michael,Apted,1941,NULL
nm0000777,Gregg,Araki,1959,NULL
nm0000778,Alfonso,Arau,1932,NULL
nm0000779,Roscoe,'Fatty',1887,1933
nm0000780,Denys,Arcand,1941,NULL
nm0000781,Eve,Arden,1908,1990
nm0000782,Asia,Argento,1975,NULL
nm0000783,Dario,Argento,1940,NULL
nm0000784,Pedro,Armendí¡riz,1912,1963
nm0000785,Alison,Armitage,1965,NULL
nm0000786,George,Armitage,\N,NULL
nm0000787,Bess,Armstrong,1953,NULL
nm0000788,Gillian,Armstrong,1950,NULL
nm0000789,Desi,Arnaz,1917,1986
nm0000790,James,Arness,1923,2011
nm0000791,Jack,Arnold,1916,1992
nm0000792,Tom,Arnold,1959,NULL
nm0000793,Alexis,Arquette,1969,2016
nm0000794,Lewis,Arquette,1935,2001
nm0000795,Jean,Arthur,1900,1991
nm0000796,Dana,Ashbrook,1967,NULL
nm0000797,Hal,Ashby,1929,1988
nm0000798,Linden,Ashby,1960,NULL
nm0000799,Edward,Asner,1929,NULL
nm0000800,Armand,Assante,1949,NULL
nm0000801,Olivier,Assayas,1955,NULL
nm0000802,Mary,Astor,1906,1987
nm0000803,Christopher,Atkins,1961,NULL
nm0000804,Stéphane,Audran,1932,NULL
nm0000805,Claudine,Auger,1941,NULL
nm0000806,Bille,August,1948,NULL
nm0000807,Jane,Austen,1775,1817
nm0000808,Paul,Auster,1947,NULL
nm0000809,Daniel,Auteuil,1950,NULL
nm0000810,Gene,Autry,1907,1998
nm0000811,Frankie,Avalon,1939,NULL
nm0000812,Roger,Avary,1965,NULL
nm0000813,Tex,Avery,1908,1980
nm0000814,John,G.Avildsen,1935,NULL
nm0000815,Mili,Avital,1972,NULL
nm0000816,Jon,Avnet,1949,NULL
nm0000817,Lew,Ayres,1908,1996
nm0000818,Shabana,Azmi,1950,NULL
nm0000819,Barbara,Bach,1947,NULL
nm0000820,Burt,Bacharach,1928,NULL
nm0000821,Amitabh,Bachchan,1942,NULL
nm0000822,Jim,Backus,1913,1989
nm0000823,Angelo,Badalamenti,1937,NULL
nm0000824,John,Badham,1939,NULL
nm0000825,Mary,Badham,1952,NULL
nm0000826,Jane,Badler,1953,NULL
nm0000827,Maxine,Bahns,1971,NULL
nm0000828,Barbara,Bain,1931,NULL
nm0000829,Stuart,Baird,1947,NULL
nm0000830,Oksana,Baiul,1977,NULL
nm0000832,Diane,Baker,1938,NULL
nm0000833,Joe,Don,1936,NULL
nm0000834,Kathy,Baker,1950,NULL
nm0000835,Ralph,Bakshi,1938,NULL
nm0000836,Scott,Bakula,1954,NULL
nm0000837,Bob,Balaban,1945,NULL
nm0000838,Daniel,Baldwin,1960,NULL
nm0000839,Ina,Balin,1937,1990
nm0000840,Lucille,Ball,1911,1989
nm0000841,Michael,Ballhaus,1935,2017
nm0000842,Martin,Balsam,1919,1996
nm0000843,Anne,Bancroft,1931,2005
nm0000844,Tamasaburí´,Bandí´,1950,NULL
nm0000845,Tallulah,Bankhead,1902,1968
nm0000846,Ian,Bannen,1928,1999
nm0000847,Theda,Bara,1885,1955
nm0000848,Olivia,Barash,1965,NULL
nm0000849,Javier,Bardem,1969,NULL
nm0000850,Clive,Barker,1952,NULL
nm0000851,Lex,Barker,1919,1973
nm0000852,Jean-Marc,Barr,1960,NULL
nm0000853,Bruno,Barreto,1955,NULL
nm0000854,Majel,Barrett,1932,2008
nm0000855,Raymond,J.Barry,1939,NULL
nm0000856,Ethel,Barrymore,1879,1959
nm0000857,John,Drew,1932,2004
nm0000858,John,Barrymore,1882,1942
nm0000859,Lionel,Barrymore,1878,1954
nm0000860,Paul,Bartel,1938,2000
nm0000861,Freddie,Bartholomew,1924,1992
nm0000862,Robin,Bartlett,1951,NULL
nm0000863,Billy,Barty,1924,2000
nm0000864,Mikhail,Baryshnikov,1948,NULL
nm0000865,Richard,Basehart,1914,1984
nm0000866,Saul,Bass,1920,1996
nm0000867,Jason,Bateman,1969,NULL
nm0000868,Justine,Bateman,1966,NULL
nm0000869,Alan,Bates,1934,2003
nm0000870,Kathy,Bates,1948,NULL
nm0000871,Randall,Batinkoff,1968,NULL
nm0000872,Patrick,Bauchau,1938,NULL
nm0000873,Belinda,Bauer,1950,NULL
nm0000874,Steven,Bauer,1956,NULL
nm0000875,L.Frank,Baum,1856,1919
nm0000876,Noah,Baumbach,1969,NULL
nm0000877,Lamberto,Bava,1944,NULL
nm0000878,Mario,Bava,1914,1980
nm0000879,Anne,Baxter,1923,1985
nm0000880,Meredith,Baxter,1947,NULL
nm0000881,Michael,Bay,1965,NULL
nm0000882,Nathalie,Baye,1948,NULL
nm0000883,Stephanie,Beacham,1947,NULL
nm0000884,Jennifer,Beals,1963,NULL
nm0000885,Ned,Beatty,1937,NULL
nm0000886,Warren,Beatty,1937,NULL
nm0000887,Harold,Becker,1928,NULL
nm0000888,Meret,Becker,1969,NULL
nm0000889,Bonnie,Bedelia,1948,NULL
nm0000890,Noah,Beery,1913,1994
nm0000891,Wallace,Beery,1885,1949
nm0000892,Jason,Beghe,1960,NULL
nm0000893,Ed,Begley,1949,NULL
nm0000894,Jean-Jacques,Beineix,1946,NULL
nm0000895,Barbara,Bel,1922,2005
nm0000896,Harry,Belafonte,1927,NULL
nm0000897,Ralph,Bellamy,1904,1991
nm0000898,Kathleen,Beller,1956,NULL
nm0000899,Monica,Bellucci,1964,NULL
nm0000900,Pamela,Bellwood,1951,NULL
nm0000901,Jean-Paul,Belmondo,1933,NULL
nm0000902,James,Belushi,1954,NULL
nm0000903,Brian,Benben,1956,NULL
nm0000904,William,Bendix,1906,1964
nm0000905,Roberto,Benigni,1952,NULL
nm0000906,Annette,Bening,1958,NULL
nm0000907,Richard,Benjamin,1938,NULL
nm0000908,David,Bennent,1966,NULL
nm0000909,Constance,Bennett,1904,1965
nm0000910,Joan,Bennett,1910,1990
nm0000911,Nigel,Bennett,1949,NULL
nm0000912,Jack,Benny,1894,1974
nm0000913,Robby,Benson,1956,NULL
nm0000914,Robert,Benton,1932,NULL
nm0000915,Bruce,Beresford,1940,NULL
nm0000916,Peter,Berg,1964,NULL
nm0000917,Polly,Bergen,1930,2014
nm0000918,Helmut,Berger,1944,NULL
nm0000919,Senta,Berger,1941,NULL
nm0000920,Patrick,Bergin,1951,NULL
nm0000921,Andrew,Bergman,1945,NULL
nm0000922,Sandahl,Bergman,1951,NULL
nm0000923,Busby,Berkeley,1895,1976
nm0000924,Elizabeth,Berkley,1972,NULL
nm0000925,Steven,Berkoff,1937,NULL
nm0000926,Milton,Berle,1908,2002
nm0000927,Irving,Berlin,1888,1989
nm0000928,Sandra,Bernhard,1955,NULL
nm0000929,Corbin,Bernsen,1954,NULL
nm0000930,Elmer,Bernstein,1922,2004
nm0000931,Elizabeth,Berridge,1962,NULL
nm0000932,Halle,Berry,1966,NULL
nm0000933,Valerie,Bertinelli,1960,NULL
nm0000934,Bernardo,Bertolucci,1941,NULL
nm0000935,Bibi,Besch,1942,1996
nm0000936,Martine,Beswick,1941,NULL
nm0000937,Richard,Beymer,1938,NULL
nm0000938,Daniela,Bianchi,1942,NULL
nm0000939,Adrian,Biddle,1952,2005
nm0000940,Bigas,Luna,1946,2013
nm0000941,Kathryn,Bigelow,1951,NULL
nm0000942,Theodore,Bikel,1924,2015
nm0000943,Traci,Bingham,1968,NULL
nm0000944,Antonia,Bird,1951,2013
nm0000945,Jane,Birkin,1946,NULL
nm0000946,Whit,Bissell,1909,1996
nm0000947,Karen,Black,1939,2013
nm0000948,Shane,Black,1961,NULL
nm0000949,Cate,Blanchett,1969,NULL
nm0000950,Brenda,Blethyn,1946,NULL
nm0000951,Joan,Blondell,1906,1979
nm0000952,Hart,Bochner,1956,NULL
nm0000953,Peter,Bogdanovich,1939,NULL
nm0000954,Jon,Bon,1962,NULL
nm0000955,Ward,Bond,1903,1960
nm0000956,Lisa,Bonet,1967,NULL
nm0000957,Jan,deBont,1943,NULL
nm0000958,John,Boorman,1933,NULL
nm0000959,Powers,Boothe,1948,2017
nm0000960,Barry,Bostwick,1945,NULL
nm0000961,Timothy,Bottoms,1951,NULL
nm0000962,Carole,Bouquet,1957,NULL
nm0000963,Stephen,Boyd,1931,1977
nm0000964,Charles,Boyer,1899,1978
nm0000965,Danny,Boyle,1956,NULL
nm0000966,Lorraine,Bracco,1954,NULL
nm0000967,Eric,Braeden,1941,NULL
nm0000968,Sonia,Braga,1950,NULL
nm0000969,Lillo,Brancato,1976,NULL
nm0000970,Jonathan,Brandis,1976,2003
nm0000971,Nicoletta,Braschi,1960,NULL
nm0000972,Tinto,Brass,1933,NULL
nm0000973,Benjamin,Bratt,1963,NULL
nm0000974,Walter,Brennan,1894,1974
nm0000975,Robert,Bresson,1901,1999
nm0000976,Martin,Brest,1951,NULL
nm0000977,Beau,Bridges,1941,NULL
nm0000978,Lloyd,Bridges,1913,1998
nm0000979,Wilford,Brimley,1934,NULL
nm0000980,Jim,Broadbent,1949,NULL
nm0000981,James,Brolin,1940,NULL
nm0000982,Josh,Brolin,1968,NULL
nm0000983,Albert,Brooks,1947,NULL
nm0000984,Avery,Brooks,1948,NULL
nm0000985,James,L.Brooks,1940,NULL
nm0000986,Bryan,Brown,1947,NULL
nm0000987,Jim,Brown,1936,NULL
nm0000988,Jerry,Bruckheimer,1943,NULL
nm0000989,Yul,Brynner,1920,1985
nm0000990,Betty,Buckley,1947,NULL
nm0000991,Geneviève,Bujold,1942,NULL
nm0000992,Billie,Burke,1884,1970
nm0000993,Carol,Burnett,1933,NULL
nm0000994,Raymond,Burr,1917,1993
nm0000995,Ellen,Burstyn,1932,NULL
nm0000996,LeVar,Burton,1957,NULL
nm0000997,Gary,Busey,1944,NULL
nm0000998,Jake,Busey,1971,NULL
nm0000999,Red,Buttons,1919,2006
nm0001000,Tom,Byron,1961,NULL
nm0001001,James,Caan,1940,NULL
nm0001002,Dean,Cain,1966,NULL
nm0001003,Simon,Callow,1949,NULL
nm0001004,Billy,Campbell,1959,NULL
nm0001005,Jane,Campion,1954,NULL
nm0001006,John,Candy,1950,1994
nm0001007,Dyan,Cannon,1937,NULL
nm0001008,Frank,Capra,1897,1991
nm0001009,Kate,Capshaw,1953,NULL
nm0001010,Capucine,,1928,1990
nm0001011,Irene,Cara,1959,NULL
nm0001012,Claudia,Cardinale,1938,NULL
nm0001013,Harry,Carey,1921,2012
nm0001014,Mariah,Carey,1970,NULL
nm0001015,Robert,Carlyle,1961,NULL
nm0001016,David,Carradine,1936,2009
nm0001017,John,Carradine,1906,1988
nm0001018,Keith,Carradine,1949,NULL
nm0001019,Robert,Carradine,1954,NULL
nm0001020,Katrin,Cartlidge,1961,2002
nm0001021,Veronica,Cartwright,1949,NULL
nm0001022,Dana,Carvey,1955,NULL
nm0001023,John,Cassavetes,1929,1989
nm0001024,Nick,Cassavetes,1959,NULL
nm0001025,Seymour,Cassel,1935,NULL
nm0001026,Joanna,Cassidy,1945,NULL
nm0001027,Shaun,Cassidy,1958,NULL
nm0001028,Maxwell,Caulfield,1959,NULL
nm0001029,Jim,Caviezel,1968,NULL
nm0001030,John,Cazale,1935,1978
nm0001031,ClaudeChabrol,,1930,2010
nm0001032,Marilyn,Chambers,1952,2009
nm0001033,Lon,Chaney,1906,1973
nm0001034,Rosalind,Chao,1957,NULL
nm0001035,Ben,Chaplin,1970,NULL
nm0001036,Geraldine,Chaplin,1944,NULL
nm0001037,Graham,Chapman,1941,1989
nm0001038,Josh,Charles,1971,NULL
nm0001039,David,Charvet,1972,NULL
nm0001040,Joan,Chen,1961,NULL
nm0001041,Maggie,Cheung,1964,NULL
nm0001042,Lois,Chiles,1947,NULL
nm0001043,Anna,Chlumsky,1980,NULL
nm0001044,Rae,Dawn,1961,NULL
nm0001045,Tommy,Chong,1938,NULL
nm0001046,Julie,Christie,1940,NULL
nm0001047,Michael,Cimino,1939,2016
nm0001048,Andrew,Dice,1957,NULL
nm0001049,Jill,Clayburgh,1944,2010
nm0001050,Montgomery,Clift,1920,1966
nm0001051,Bill,Clinton,1946,NULL
nm0001052,Kurt,Cobain,1967,1994
nm0001053,Ethan,Coen,1957,NULL
nm0001054,Joel,Coen,1954,NULL
nm0001055,Claudette,Colbert,1903,1996
nm0001056,Dabney,Coleman,1932,NULL
nm0001057,Toni,Collette,1972,NULL
nm0001058,Joan,Collins,1933,NULL
nm0001059,Robbie,Coltrane,1950,NULL
nm0001060,Chris,Columbus,1958,NULL
nm0001061,Holly,Marie,1973,NULL
nm0001062,Jeffrey,Combs,1954,NULL
nm0001063,Jeff,Conaway,1950,2011
nm0001064,Jason,Connery,1963,NULL
nm0001065,Harry,Connick,1967,NULL
nm0001066,Robert,Conrad,1935,NULL
nm0001067,Jackie,Coogan,1914,1984
nm0001068,Sofia,Coppola,1971,NULL
nm0001069,Bud,Cort,1948,NULL
nm0001070,Bill,Cosby,1937,NULL
nm0001071,Annie,Costner,1984,NULL
nm0001072,Joseph,Cotten,1905,1994
nm0001073,Courteney,Cox,1964,NULL
nm0001074,Ronny,Cox,1938,NULL
nm0001075,Peter,Coyote,1941,NULL
nm0001076,Joan,Crawford,1906,1977
nm0001077,Richard,Crenna,1926,2003
nm0001078,Bing,Crosby,1903,1977
nm0001079,Scatman,Crothers,1910,1986
nm0001080,Lindsay,Crouse,1948,NULL
nm0001081,Cameron,Crowe,1957,NULL
nm0001082,Billy,Crudup,1968,NULL
nm0001083,Jon,Cryer,1965,NULL
nm0001084,Ice,Cube,1969,NULL
nm0001085,Kieran,Culkin,1982,NULL
nm0001086,Alan,Cumming,1965,NULL
nm0001087,Lee,Curreri,1961,NULL
nm0001088,Peter,Cushing,1913,1994
nm0001089,Henry,Czerny,1959,NULL
nm0001090,Joe,D'Amato,1936,1999
nm0001091,Patti,D'Arbanville,1951,NULL
nm0001092,Mark,Dacascos,1964,NULL
nm0001093,John,Dahl,\N,NULL
nm0001094,Roald,Dahl,1916,1990
nm0001095,Béatrice,Dalle,1964,NULL
nm0001096,Timothy,Dalton,1946,NULL
nm0001097,Charles,Dance,1946,NULL
nm0001098,Rodney,Dangerfield,1921,2004
nm0001099,Jeff,Daniels,1955,NULL
nm0001100,Blythe,Danner,1943,NULL
nm0001101,Ted,Danson,1947,NULL
nm0001102,Joe,Dante,1946,NULL
nm0001103,Tony,Danza,1951,NULL
nm0001104,Frank,Darabont,1959,NULL
nm0001105,Linda,Darnell,1923,1965
nm0001106,Racquel,Darrian,1968,NULL
nm0001107,Stacey,Dash,1967,NULL
nm0001108,Robert,Davi,1951,NULL
nm0001109,Jaye,Davidson,1968,NULL
nm0001110,Embeth,Davidtz,1965,NULL
nm0001111,Jeremy,Davies,1969,NULL
nm0001112,Andrew,Davis,1946,NULL
nm0001113,Brad,Davis,1949,1991
nm0001114,Judy,Davis,1955,NULL
nm0001115,Ossie,Davis,1917,2005
nm0001116,Warwick,Davis,1970,NULL
nm0001117,Bruce,Davison,1946,NULL
nm0001118,Pam,Dawber,1951,NULL
nm0001119,Yvonne,deCarlo,1922,2007
nm0001120,Vittorio,deSica,1901,1974
nm0001121,Brandon,deWilde,1942,1972
nm0001122,Ellen,DeGeneres,1958,NULL
nm0001123,Dom,DeLuise,1933,2009
nm0001124,Cecil,B.DeMille,1881,1959
nm0001125,Benicio,Del,1967,NULL
nm0001126,Kim,Delaney,1961,NULL
nm0001127,Dana,Delany,1956,NULL
nm0001128,Alain,Delon,1935,NULL
nm0001129,Jonathan,Demme,1944,2017
nm0001130,Ted,Demme,1963,2002
nm0001131,Patrick,Dempsey,1966,NULL
nm0001132,Judi,Dench,1934,NULL
nm0001133,Brian,Dennehy,1938,NULL
nm0001134,Bob,Denver,1935,2005
nm0001135,John,Derek,1926,1998
nm0001136,Bruce,Dern,1936,NULL
nm0001137,William,Devane,1939,NULL
nm0001138,Susan,Dey,1952,NULL
nm0001139,Tom,DiCillo,1953,NULL
nm0001140,Philip,K.Dick,1928,1982
nm0001141,Angie,Dickinson,1931,NULL
nm0001142,Uschi,Digard,1948,NULL
nm0001143,Kevin,Dillon,1965,NULL
nm0001144,Céline,Dion,1968,NULL
nm0001145,Divine,,1945,1988
nm0001146,Donna,Dixon,1957,NULL
nm0001147,Shannen,Doherty,1971,NULL
nm0001148,Troy,Donahue,1936,2001
nm0001149,Richard,Donner,1930,NULL
nm0001150,James,Doohan,1920,2005
nm0001151,Stephen,Dorff,1973,NULL
nm0001152,Illeana,Douglas,1965,NULL
nm0001153,Lesley-Anne,Down,1954,NULL
nm0001154,Michael,Dudikoff,1954,NULL
nm0001155,Patrick,Duffy,1949,NULL
nm0001156,Olympia,Dukakis,1931,NULL
nm0001157,Patty,Duke,1946,2016
nm0001158,Keir,Dullea,1936,NULL
nm0001159,Faye,Dunaway,1941,NULL
nm0001160,Adrian,Dunbar,1958,NULL
nm0001161,Dominique,Dunne,1959,1982
nm0001162,Griffin,Dunne,1955,NULL
nm0001163,Roy,Dupuis,1963,NULL
nm0001164,Charles,Durning,1923,2012
nm0001165,Charles,S.Dutton,1951,NULL
nm0001166,James,Duval,1972,NULL
nm0001167,Shelley,Duvall,1949,NULL
nm0001168,Bob,Dylan,1941,NULL
nm0001169,George,Dzundza,1945,NULL
nm0001170,Roger,Ebert,1942,2013
nm0001171,Buddy,Ebsen,1908,2003
nm0001172,Christopher,Eccleston,1964,NULL
nm0001173,Aaron,Eckhart,1968,NULL
nm0001174,Barbara,Eden,1931,NULL
nm0001175,Blake,Edwards,1922,2010
nm0001176,Nicole,Eggert,1972,NULL
nm0001177,Chris,Eigeman,1965,NULL
nm0001178,Sergei,M.Eisenstein,1898,1948
nm0001179,Anita,Ekberg,1931,2015
nm0001180,Britt,Ekland,1942,NULL
nm0001181,Jack,Elam,1920,2003
nm0001182,Carmen,Electra,1972,NULL
nm0001183,Bodhi,Elfman,1969,NULL
nm0001184,Jenna,Elfman,1971,NULL
nm0001185,Hector,Elizondo,1936,NULL
nm0001186,Denholm,Elliott,1922,1992
nm0001187,Noah,Emmerich,1965,NULL
nm0001188,Nora,Ephron,1941,2012
nm0001189,Gabriel,Yared,1949,NULL
nm0001190,David,Prowse,1935,NULL
nm0001191,Adam,Sandler,1966,NULL
nm0001192,John,Mark,1949,NULL
nm0001193,Shelley,Fabares,1944,NULL
nm0001194,Jeff,Fahey,1952,NULL
nm0001195,Douglas,Fairbanks,1909,2000
nm0001196,Douglas,Fairbanks,1883,1939
nm0001197,Anna,Falchi,1972,NULL
nm0001198,Debrah,Farentino,1959,NULL
nm0001199,Dennis,Farina,1944,2013
nm0001200,Gary,Farmer,1953,NULL
nm0001201,Mia,Farrow,1945,NULL
nm0001202,Rainer,Werner,1945,1982
nm0001203,William,Faulkner,1897,1962
nm0001204,Marty,Feldman,1934,1982
nm0001205,Norman,Fell,1924,1998
nm0001206,Abel,Ferrara,1951,NULL
nm0001207,José,Ferrer,1912,1992
nm0001208,Miguel,Ferrer,1955,2017
nm0001209,William,Fichtner,1956,NULL
nm0001210,Chelsea,Field,1957,NULL
nm0001211,W.C.Fields,,1880,1946
nm0001212,Joseph,Fiennes,1970,NULL
nm0001213,Harvey,Fierstein,1954,NULL
nm0001214,Mike,Figgis,1948,NULL
nm0001215,Albert,Finney,1936,NULL
nm0001216,Tara,Fitzgerald,1967,NULL
nm0001217,Fionnula,Flanagan,1941,NULL
nm0001218,Sean,Patrick,1965,NULL
nm0001219,Gary,Fleder,1965,NULL
nm0001220,Ian,Fleming,1908,1964
nm0001221,Louise,Fletcher,1934,NULL
nm0001222,Calista,Flockhart,1964,NULL
nm0001223,Lara,Flynn,1970,NULL
nm0001224,Errol,Flynn,1909,1959
nm0001225,Nina,Foch,1924,2008
nm0001226,James,Foley,1953,NULL
nm0001227,Megan,Follows,1968,NULL
nm0001228,Peter,Fonda,1940,NULL
nm0001229,Glenn,Ford,1916,2006
nm0001230,Harrison,Ford,1884,1957
nm0001231,Claire,Forlani,1971,NULL
nm0001232,Milos,Forman,1932,NULL
nm0001233,Robert,Forster,1941,NULL
nm0001234,John,Forsythe,1918,2010
nm0001235,William,Forsythe,1955,NULL
nm0001236,Meg,Foster,1948,NULL
nm0001237,Samantha,Fox,1950,NULL
nm0001238,Jesíºs,Franco,1930,2013
nm0001239,John,Frankenheimer,1930,2002
nm0001240,Dennis,Franz,1944,NULL
nm0001241,Stephen,Frears,1941,NULL
nm0001242,Matt,Frewer,1958,NULL
nm0001243,William,Friedkin,1935,NULL
nm0001244,Sadie,Frost,1965,NULL
nm0001245,Mira,Furlan,1955,NULL
nm0001246,Dan,Futterman,1967,NULL
nm0001247,Eva,Gabor,1919,1995
nm0001248,Zsa,Zsa,1917,2016
nm0001249,Monique,Gabrielle,1963,NULL
nm0001250,Charlotte,Gainsbourg,1971,NULL
nm0001251,Peter,Gallagher,1955,NULL
nm0001252,Vincent,Gallo,1961,NULL
nm0001253,Mason,Gamble,1986,NULL
nm0001254,James,Gandolfini,1961,2013
nm0001255,Victor,Garber,1949,NULL
nm0001256,Greta,Garbo,1905,1990
nm0001257,Ava,Gardner,1922,1990
nm0001258,James,Garner,1928,2014
nm0001259,Jennie,Garth,1972,NULL
nm0001260,John,Gavin,1931,NULL
nm0001261,Rebecca,Gayheart,1971,NULL
